"","999
061","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"","999
067","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
39","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","15","4.000","80.0",".",".",".",".",".",".","13.3",".",".","",".",".",".",".","6.7","."
"CIV ENGR
240","Dept. Total","1415","3.279","37.4","15.6","18.0","7.4","6.9","1.8","0.7","8.8","0.1",".","",".","2.3","0.1","0.1","0.7","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","34","2.994","14.7","26.5","35.3","8.8","8.8","5.9",".",".",".",".","",".",".",".",".",".","."
"Junior","","177","3.132","32.8","16.4","20.9","11.3","13.6","3.4","1.1",".",".",".","",".",".",".",".","0.6","."
"Senior","","684","3.157","34.4","16.1","24.7","10.7","10.1","2.3","1.2","0.3",".",".","",".",".",".","0.1","0.1","."
"Undergraduates","","895","3.146","33.3","16.5","24.4","10.7","10.7","2.7","1.1","0.2",".",".","",".",".",".","0.1","0.2","."
"Special","","37","3.667","56.8","16.2","8.1","5.4",".",".",".","10.8",".",".","",".","2.7",".",".",".","."
"Graduate","","483","3.708","43.5","13.9","7.0","1.4","0.4","0.2",".","24.6","0.2",".","",".","6.6","0.2",".","1.7","0.2"
"","Dept. Total","1415","3.279","37.4","15.6","18.0","7.4","6.9","1.8","0.7","8.8","0.1",".","",".","2.3","0.1","0.1","0.7","0.1"
