"","699
004","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
011","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
014","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independent Project","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"DANCE
741","Dept. Total","643","3.712","60.7","18.8","7.2","1.6","0.8","",".","0.8","9.8","",".",".","",".","",".","",".","0.2","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","70","3.671","61.4","20.0","10.0","1.4","2.9","",".",".","4.3","",".",".","",".","",".","",".",".",".","."
"Sophomore","","124","3.807","72.6","13.7","8.9","2.4",".","",".",".","2.4","",".",".","",".","",".","",".",".",".","."
"Junior","","136","3.608","58.1","23.5","6.6","0.7","0.7","",".","2.9","6.6","",".",".","",".","",".","",".",".","0.7","."
"Senior","","282","3.724","57.8","19.1","6.7","1.4","0.7","",".","0.4","13.1","",".",".","",".","",".","",".","0.4","0.4","."
"Undergraduates","","612","3.708","61.3","19.1","7.5","1.5","0.8","",".","0.8","8.5","",".",".","",".","",".","",".","0.2","0.3","."
"Special","","11","3.750","54.5","36.4",".","9.1",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","20","4.000","45.0",".",".",".",".","",".",".","55.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","643","3.712","60.7","18.8","7.2","1.6","0.8","",".","0.8","9.8","",".",".","",".","",".","",".","0.2","0.3","."
