"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","2270","3.253","25.8","14.9","18.8","4.7","3.9","0.5","0.3","29.9","",".",".",".","1.1","",".","0.0","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","27","3.500","40.7","40.7","14.8",".",".",".","3.7",".","",".",".",".",".","",".",".",".","."
"Sophomore","","9","3.273","33.3","44.4","11.1",".",".",".","11.1",".","",".",".",".",".","",".",".",".","."
"Junior","","18","3.128","33.3","27.8","16.7","11.1","11.1",".",".",".","",".",".",".",".","",".",".",".","."
"Senior","","35","3.459","71.4","2.9","17.1",".","2.9",".","5.7",".","",".",".",".",".","",".",".",".","."
"Undergraduates","","89","3.374","50.6","23.6","15.7","2.2","3.4",".","4.5",".","",".",".",".",".","",".",".",".","."
"Special","","5","4.000","20.0",".",".",".",".",".",".","80.0","",".",".",".",".","",".",".",".","."
"Graduate","","94","3.555","24.5","2.1","9.6","1.1","1.1",".",".","60.6","",".",".",".","1.1","",".",".",".","."
"Prof Yr 1","","446","3.125","22.9","24.7","24.0","8.3","8.1","2.2","0.7","5.2","",".",".",".","3.8","",".","0.2",".","."
"Prof Yr 2","","591","3.328","21.0","24.9","28.8","6.9","1.7","0.2",".","16.1","",".",".",".","0.5","",".",".",".","."
"Prof Yr 3","","574","3.036","20.2","10.3","22.1","4.5","6.6",".",".","35.5","",".",".",".","0.5","",".",".","0.2","."
"Prof Yr 4","","619","4.000","37.2",".",".",".",".",".",".","62.8","",".",".",".",".","",".",".",".","."
"Professionals","","2230","3.243","25.7","14.2","18.1","4.7","3.8","0.5","0.1","31.9","",".",".",".","1.0","",".","0.0","0.0","."
"","College Total","2418","3.253","26.5","14.0","17.7","4.4","3.6","0.5","0.3","31.9","",".",".",".","1.0","",".","0.0","0.0","."
