"L&S","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EAST ASIAN AREA STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to East Asian Civ","222
001","","70","3.326","34.3","11.4","41.4","7.1","4.3",".","",".","","1.4",".","",".",".","",".","",".","",".",".","."
"E A STDS
298","Dept. Total","","70","3.326","34.3","11.4","41.4","7.1","4.3","",".","",".","1.4","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","29","3.466","41.4","10.3","48.3",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","19","3.184","21.1","21.1","36.8","15.8","5.3","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","11","3.182","36.4","9.1","27.3","9.1","18.2","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","11","3.350","36.4",".","45.5","9.1",".","",".","",".","9.1","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","70","3.326","34.3","11.4","41.4","7.1","4.3","",".","",".","1.4","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","70","3.326","34.3","11.4","41.4","7.1","4.3","",".","",".","1.4","",".",".","",".","",".","",".",".",".","."
