"L&S","","","","","","","","","","","","","","","","","","","",""
"POLITICAL SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","",""
"POLI SCI
778","Dept. Total","2218","3.275","31.7","24.3","20.8","9.5","5.4","1.0","0.7","2.9","0.1","1.1","",".","1.2","1.0","0.1","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","158","2.862","5.7","18.4","36.1","19.0","17.1","0.6",".",".",".","3.2","",".",".",".",".",".","."
"Sophomore","","453","3.159","22.5","25.6","27.4","15.2","6.2","1.3","0.7",".",".","0.4","",".",".","0.4",".",".","0.2"
"Junior","","563","3.282","33.2","26.6","20.6","10.5","4.8","1.6","1.1",".",".",".","",".",".","1.1","0.4","0.2","."
"Senior","","797","3.388","40.3","26.0","19.1","6.6","4.5","0.8","0.6","0.9",".","0.6","",".",".","0.4",".","0.1","0.1"
"Undergraduates","","1971","3.253","31.4","25.5","22.8","10.7","6.0","1.1","0.7","0.4",".","0.6","",".",".","0.6","0.1","0.1","0.1"
"Special","","44","3.395","27.3","20.5","11.4",".","2.3",".","2.3","34.1",".",".","",".",".","2.3",".",".","."
"Graduate","","202","3.757","35.6","12.9","3.5",".",".",".","0.5","21.3","1.0","5.9","",".","13.4","5.4","0.5",".","."
"Prof Yr 1","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","2218","3.275","31.7","24.3","20.8","9.5","5.4","1.0","0.7","2.9","0.1","1.1","",".","1.2","1.0","0.1","0.1","0.1"
