"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"Calc--Functns of Variables","Course Total","819","2.921","20.9","16.1","25.4","18.3","12.0","4.5","2.2","0.1",".",".",".",".","0.5",".",".","."
"","240
001","38","2.855","26.3","10.5","21.1","13.2","21.1","5.3","2.6",".",".",".",".",".",".",".",".","."
"","002
240","51","2.745","19.6","15.7","27.5","7.8","9.8","19.6",".",".",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","Course Total","89","2.792","22.5","13.5","24.7","10.1","14.6","13.5","1.1",".",".",".",".",".",".",".",".","."
"Theory-Interst & Life Insur","303
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","309
001","26","2.692","19.2","15.4","19.2","7.7","26.9","7.7","3.8",".",".",".",".",".",".",".",".","."
"","002
309","24","2.542","20.8","16.7","16.7","8.3","8.3","25.0","4.2",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat I","Course Total","50","2.620","20.0","16.0","18.0","8.0","18.0","16.0","4.0",".",".",".",".",".",".",".",".","."
"","310
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","002
310","23","2.326","13.0","13.0","13.0","8.7","30.4","13.0","8.7",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat II","Course Total","27","2.352","14.8","14.8","11.1","11.1","25.9","11.1","11.1",".",".",".",".",".",".",".",".","."
"","319
001","65","2.562","16.9","15.4","13.8","16.9","18.5","13.8","4.6",".",".",".",".",".",".",".",".","."
"","319
002","69","2.804","11.6","18.8","34.8","14.5","11.6","4.3","4.3",".",".",".",".",".",".",".",".","."
"","319
003","87","2.948","21.8","23.0","24.1","12.6","9.2","4.6","4.6",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","Course Total","221","2.790","17.2","19.5","24.4","14.5","12.7","7.2","4.5",".",".",".",".",".",".",".",".","."
"","320
001","105","2.581","13.3","11.4","21.0","21.0","20.0","9.5","3.8",".",".",".",".",".",".",".",".","."
"","002
320","112","2.951","24.1","21.4","17.9","15.2","14.3","3.6","3.6",".",".",".",".",".",".",".",".","."
"","320
003","68","2.632","22.1","10.3","22.1","10.3","17.6","11.8","5.9",".",".",".",".",".",".",".",".","."
"","004
320","127","2.657","15.7","13.4","21.3","17.3","20.5","7.9","3.9",".",".",".",".",".",".",".",".","."
"","320
005","84","2.958","25.0","17.9","23.8","9.5","15.5","7.1","1.2",".",".",".",".",".",".",".",".","."
"Linear Alg & Diff Equations","Course Total","496","2.755","19.6","15.1","21.0","15.3","17.7","7.7","3.6",".",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","321
001","85","2.811","16.5","28.2","15.3","8.2","15.3","9.4","3.5","2.4",".",".",".",".","1.2",".",".","."
"Appl Mathematical Analysis","322
001","19","3.105","26.3","15.8","26.3","15.8","15.8",".",".",".",".",".",".",".",".",".",".","."
"","340
001","179","2.899","18.4","16.2","29.1","15.1","14.0","6.7","0.6",".",".",".",".",".",".",".",".","."
"","002
340","85","2.649","24.7","14.1","15.3","15.3","11.8","5.9","11.8",".",".",".",".",".",".",".",".","1.2"
"Elem Matrix&Linear Algebra","Course Total","264","2.819","20.5","15.5","24.6","15.2","13.3","6.4","4.2",".",".",".",".",".",".",".",".","0.4"
"","341
003","26","3.423","46.2","15.4","15.4","23.1",".",".",".",".",".",".",".",".",".",".",".","."
"","004
341","29","2.946","20.7","17.2","24.1","13.8","13.8","6.9",".",".",".",".",".",".",".",".","3.4","."
"","005
341","28","3.232","32.1","14.3","39.3","10.7",".",".","3.6",".",".",".",".",".",".",".",".","."
"Linear Algebra","Course Total","83","3.195","32.5","15.7","26.5","15.7","4.8","2.4","1.2",".",".",".",".",".",".",".","1.2","."
"Topics-Multi-Var Calc&Diff Eq","376
001","50","3.350","42.0","24.0","18.0","6.0","6.0","2.0","2.0",".",".",".",".",".",".",".",".","."
"","421
001","27","2.556","22.2","11.1","14.8","11.1","22.2","11.1","7.4",".",".",".",".",".",".",".",".","."
"","002
421","28","2.685","21.4","3.6","21.4","28.6","7.1","10.7","3.6","3.6",".",".",".",".",".",".",".","."
"","421
003","18","3.333","38.9","22.2","11.1","22.2","5.6",".",".",".",".",".",".",".",".",".",".","."
"Theory of Single Variable Calc","Course Total","73","2.799","26.0","11.0","16.4","20.5","12.3","8.2","4.1","1.4",".",".",".",".",".",".",".","."
"","431
001","27","3.278","40.7","3.7","25.9","29.6",".",".",".",".",".",".",".",".",".",".",".","."
"","431
002","28","2.786","14.3","28.6","21.4","7.1","17.9","3.6","7.1",".",".",".",".",".",".",".",".","."
"","431
003","29","3.224","27.6","17.2","37.9","6.9","10.3",".",".",".",".",".",".",".",".",".",".","."
"Intro-Theory of Probability","Course Total","84","3.095","27.4","16.7","28.6","14.3","9.5","1.2","2.4",".",".",".",".",".",".",".",".","."
"","435
001","14","2.357","7.1","28.6","28.6",".",".","21.4","14.3",".",".",".",".",".",".",".",".","."
"","435
002","8","3.375","50.0",".","37.5",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Cryptography","Course Total","22","2.727","22.7","18.2","31.8",".","4.5","13.6","9.1",".",".",".",".",".",".",".",".","."
"Intro to Modern Algebra","441
001","11","3.636","54.5","18.2","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
