"","990
022","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
028","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
035","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","20","",".",".",".",".",".",".",".","55.0","",".",".",".","45.0",".",".",".","."
"N E
684","Dept. Total","397","3.394","29.5","22.4","16.1","3.5","2.0","1.3","1.0","8.3","",".","2.8","0.3","12.6","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","***","","","","","","","","","","","100.0",".",".",".",".",".","."
"Sophomore","","3","***","","","","","","","","","","","66.7",".",".",".",".",".","."
"Junior","","20","2.830","25.0","15.0","25.0",".",".","5.0","10.0",".","",".","15.0","5.0",".",".",".",".","."
"Senior","","156","3.302","34.6","25.0","26.3","5.1","3.8","2.6","1.3",".","",".","1.3",".",".",".",".",".","."
"Undergraduates","","181","3.263","33.1","23.2","25.4","4.4","3.3","2.8","2.2",".","",".","5.0","0.6",".",".",".",".","."
"Special","","23","3.615","39.1","39.1","13.0",".",".",".",".",".","",".","8.7",".",".",".",".",".","."
"Graduate","","193","3.564","24.9","19.7","7.8","3.1","1.0",".",".","17.1","",".",".",".","25.9","0.5",".",".","."
"","Dept. Total","397","3.394","29.5","22.4","16.1","3.5","2.0","1.3","1.0","8.3","",".","2.8","0.3","12.6","0.3",".",".","."
