"L&S","","","","","","","","","","","","","","","","","",""
"JOURN AND MASS COMMUNICA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","",""
"JOURN
Dept. Total
512","1318","3.631","44.5","30.6","13.5","1.2","0.2","0.2","0.1","2.1","0.1","6.1","0.2","0.5","0.5","0.1","0.2","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","",""
"Freshmen","96","3.391","24.0","37.5","35.4","1.0","1.0","1.0",".",".",".",".",".",".",".",".",".","."
"Sophomore","239","3.591","42.3","38.1","15.5","2.9","0.4",".",".",".",".",".",".",".","0.4","0.4",".","."
"Junior","302","3.604","43.4","35.4","16.6","1.0",".","0.3",".",".",".","3.0","0.3",".",".",".",".","."
"Senior","543","3.691","47.5","28.0","9.2","0.9","0.2",".","0.2","0.2",".","12.7","0.2","0.2","0.4",".","0.4","."
"Undergraduates","1180","3.618","43.5","32.7","14.5","1.4","0.3","0.2","0.1","0.1",".","6.6","0.2","0.1","0.3","0.1","0.2","."
"Special","6","3.500",".","16.7",".",".",".",".",".","66.7",".","16.7",".",".",".",".",".","."
"Graduate","132","3.831","55.3","12.1","5.3",".",".",".",".","17.4","0.8","1.5",".","4.5","3.0",".",".","."
"Dept. Total","1318","3.631","44.5","30.6","13.5","1.2","0.2","0.2","0.1","2.1","0.1","6.1","0.2","0.5","0.5","0.1","0.2","."
