"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"JEWISH STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","",""
"Jews and American Pop. Culture","213","001","42","3.537","33.3","42.9","19.0",".","2.4",".",".","2.4",".",".",".",".",".",".",".","."
"Elem Topics in Jewish Lit","230","001","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","231","001","9","3.444","22.2","44.4","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","231","002","11","3.636","45.5","36.4","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem Topics in Jewish History","","Course Total","20","3.550","35.0","40.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Food in Rabbinic Judaism","278","001","8","3.357","12.5","37.5","37.5",".",".",".",".",".",".",".",".",".",".","12.5",".","."
"Yiddish Lit & Culture, America","279","001","29","3.552","44.8","41.4","10.3",".",".",".","3.4",".",".",".",".",".",".",".",".","."
"Intro to Hebrew Literature","302","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Modern Jewish Literature","318","001","67","3.746","52.2","40.3","4.5",".",".",".",".","3.0",".",".",".",".",".",".",".","."
"","319","001","18","3.861","83.3","5.6","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","319","002","51","3.912","82.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Yiddish Song & the Jewish Exp","","Course Total","69","3.896","82.6","14.5","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Jewish Lit: Greco-Roman Period","346","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Jerusalem: Conflict & Desire","356","001","11","3.650","27.3","63.6",".",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"Intmed Topcs in Jewish History","431","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Int Topics: Jewish Philos&Arts","432","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Holocaust: Hist, Memory & Educ","515","001","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Topics in Jewish History","631","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Colloquium for Majors","675","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independnt Research for Majors","677","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","682","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"JEWISH
510","","Dept. Total","287","3.715","55.1","32.1","8.7","0.3","0.3",".","0.3","1.4",".","1.0",".",".",".","0.3","0.3","."
