"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"699","075","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","088","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","098","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","28","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"704
Curriculum Planning","001","","8","3.786","50.0","37.5",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"714
Research & Eval Paradigms","001","","12","4.000","41.7",".",".",".",".",".",".",".",".",".",".",".","58.3",".",".","."
"719
Intro to Qualitative Research","001","","20","4.000","95.0",".",".",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"720
School Practicum in CS&D","001","","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"729","001","","20","4.000","95.0",".",".",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"729","002","","22","4.000","95.5",".",".",".",".",".",".",".",".",".",".",".","4.5",".",".","."
"Classroom Management-","Course Total","","42","4.000","95.2",".",".",".",".",".",".",".",".",".",".",".","4.8",".",".","."
"760
Sex/Gender-Related Iss in C&I","001","","13","4.000","92.3",".",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"774
Literacy Research Methods","001","","16","3.933","87.5",".","6.3",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"789","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"789","002","","7","4.000","71.4",".",".",".",".",".",".",".",".",".",".",".","28.6",".",".","."
"Qual Rsch Mthds-Educ: Field II","Course Total","","16","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"910
Smr-Curriculum Development","001","","22","4.000","81.8",".",".",".",".",".",".",".",".",".",".",".","18.2",".",".","."
"942
Smr-Rsch on Math Education","001","","8","3.929","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"955
Seminar in Moral Education","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"975","001","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"975","001","","20","3.900","90.0","5.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","Section Total","","30","3.921","90.0","6.7",".","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"975","002","","22","3.864","95.5",".",".",".",".","4.5",".",".",".",".",".",".",".",".",".","."
"975","003","","10","3.833","70.0","10.0","10.0",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"975","004","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"975","005","","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"975","006","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"975","007","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"General Seminar","Course Total","","98","3.934","90.8","3.1","1.0","1.0",".","1.0",".",".",".",".",".",".","3.1",".",".","."
"976
Seminar-Reading","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","021","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"June 30, 2016","","","","","","","","","","","","","","","","","","","","Page 92 of 435"
