"EGR","","","","","","","","","","","","","","","","","","","",""
"BIOMEDICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","",""
"B M E
207","Dept. Total","900","3.658","53.4","24.6","9.6","2.6","1.1","0.1","0.1","6.6","",".",".",".","1.4","0.4",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","3.857","83.3",".","16.7",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","18","3.837","66.7","33.3",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","162","3.651","54.9","27.2","13.6","1.9","1.2",".",".",".","",".",".",".",".","0.6",".","0.6","."
"Senior","","548","3.647","57.3","27.7","9.9","2.9","1.3","0.2","0.2",".","",".",".",".",".","0.5",".",".","."
"Undergraduates","","734","3.654","57.2","27.5","10.5","2.6","1.2","0.1","0.1",".","",".",".",".",".","0.5",".","0.1","."
"Special","","9","2.775","11.1","11.1","22.2","44.4",".",".",".",".","",".",".","11.1",".",".",".",".","."
"Graduate","","180","3.762","32.8","10.0","3.9",".","0.6",".",".","31.7","",".","13.9",".","7.2",".",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","926","3.658","51.9","23.9","9.3","2.5","1.1","0.1","0.1","6.4","",".","2.7","0.1","1.4","0.4",".","0.1","."
