"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Digital Media and Literacy","209
001","","23","3.783","87.0","8.7",".",".",".",".","4.3",".",".",".",".",".",".",".",".","."
"Crit Aspects Teach, Schl, Educ","240
001","","49","4.000","98.0",".",".",".",".",".",".",".",".",".",".",".","2.0",".",".","."
"Videogames & Learning","277
001","","142","3.866","92.3","2.8","2.1",".","0.7",".","2.1",".",".",".",".",".",".",".",".","."
"Intro to Music Education","300
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Music Learning and Teaching 2","302
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Fieldwork in Music Communities","303
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Tchg Rdg & Other Lang Arts","305
001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Read&Write Across Content Area","309
001","","24","3.896","91.7","4.2",".",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","311
001","","24","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
002","","21","3.643","61.9","23.8","9.5",".",".","4.8",".",".",".",".",".",".",".",".",".","."
"Language Acquisition and Use","Course Total","","45","3.811","77.8","15.6","4.4",".",".","2.2",".",".",".",".",".",".",".",".",".","."
"ESL/Bilingual Issues","312
001","","25","3.860","76.0","20.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Becoming Lit. in/out Schools","314
001","","25","3.960","92.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dimensions of Literacy","317
001","","25","3.900","84.0","12.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lang Use & Acq in Early Chldhd","326
001","","25","3.792","60.0","32.0","4.0",".",".",".",".",".",".",".",".",".","4.0",".",".","."
"Mthds Young Eng Learners","327
001","","24","3.708","58.3","29.2","8.3","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","337
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","337
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum in Teaching Music","Course Total","","2","***","","","","","","","","","","","","","","","",""
"Cult Fndtns-Lrng & Dev","339
001","","25","3.920","88.0","8.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elementary Educ Practicum One","340
001","","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Teaching Vocal Styles in Class","344
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","362
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","362
002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Drama in Education","Course Total","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Education","364
001","","25","3.920","96.0",".",".",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"Tching Math in Inclusive Set","365
001","","17","4.000","94.1",".",".",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"Elem Teaching Practicum II","367
001","","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","370
001","","25","4.000","96.0",".",".",".",".",".",".",".",".",".",".",".","4.0",".",".","."
"","370
002","","21","3.833","71.4","23.8","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Mathematics","Course Total","","46","3.922","84.8","10.9","2.2",".",".",".",".",".",".",".",".",".","2.2",".",".","."
"","371
001","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371
001","","12","3.542","58.3","8.3","25.0",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","Section Total","","36","3.847","86.1","2.8","8.3",".","2.8",".",".",".",".",".",".",".",".",".",".","."
"Teaching Social Studies","Course Total","","36","3.847","86.1","2.8","8.3",".","2.8",".",".",".",".",".",".",".",".",".",".","."
"","372
001","","22","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","372
002","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Science","Course Total","","46","3.978","95.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","373
001","","22","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","373
002","","24","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Elem Teaching Practicum III","Course Total","","46","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Gen Ed Pract-Diverse Learners","374
001","","21","3.872","71.4","23.8",".",".",".",".",".",".",".",".",".",".","4.8",".",".","."
"June 30, 2016","","","","","","","","","","","","","","","","","","","Page 89 of 435",""
