"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Introduction to Cryptography","Course Total","65","1.977","10.8","7.7","13.8","3.1","26.2","26.2","12.3",".",".",".",".",".",".",".",".","."
"Intro-Combinatorics","475
001","18","3.389","44.4","27.8","5.6","5.6","16.7",".",".",".",".",".",".",".",".",".",".","."
"Software Engineering","506
001","67","2.970","16.4","26.9","23.9","14.9","10.4","7.5",".",".",".",".",".",".",".",".",".","."
"Numerical Linear Algebra","513
001","21","2.952","33.3","19.0","14.3","9.5","14.3",".","9.5",".",".",".",".",".",".",".",".","."
"Introduction to Optimization","524
001","43","3.269","23.3","37.2","9.3","11.6","7.0","2.3",".","4.7",".",".",".",".","2.3","2.3",".","."
"Linear Programming Methods","525
001","28","2.926","25.0","14.3","21.4","14.3","14.3","3.6","3.6",".",".",".",".",".","3.6",".",".","."
"","536
001","58","2.836","29.3","12.1","13.8","17.2","15.5","8.6","3.4",".",".",".",".",".",".",".",".","."
"","536
002","50","3.570","44.0","40.0","12.0","2.0",".",".","2.0",".",".",".",".",".",".",".",".","."
"Intro-Progm Langs&Compilers","Course Total","108","3.176","36.1","25.0","13.0","10.2","8.3","4.6","2.8",".",".",".",".",".",".",".",".","."
"","537
001","204","3.318","30.9","36.8","16.2","4.4","8.3",".","2.0","1.0",".",".",".",".","0.5",".",".","."
"","537
003","48","3.781","70.8","18.8","6.3","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Operating Systems","Course Total","252","3.394","38.5","33.3","14.3","4.4","6.7",".","1.6","0.8",".",".",".",".","0.4",".",".","."
"Intro-Artificl Neural Ntwrk","539
001","14","2.731","7.1","14.3","50.0","7.1",".","7.1","7.1",".",".",".",".",".","7.1",".",".","."
"","540
002","107","3.019","32.7","13.1","20.6","7.5","20.6","0.9","3.7","0.9",".",".",".",".",".",".",".","."
"","540
003","95","3.234","46.3","9.5","20.0","7.4","8.4","6.3","1.1","1.1",".",".",".",".",".",".",".","."
"Intro-Artificl Intelligence","Course Total","202","3.120","39.1","11.4","20.3","7.4","14.9","3.5","2.5","1.0",".",".",".",".",".",".",".","."
"Intro-Computer Architecture","552
001","43","3.070","34.9","18.6","20.9","4.7","11.6","4.7","4.7",".",".",".",".",".",".",".",".","."
"Intro-Computationl Geometry","558
001","7","3.286","57.1","28.6",".",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"Computer Graphics","559
001","76","3.107","22.4","25.0","25.0","14.5","7.9","2.6","1.3",".",".",".",".",".","1.3",".",".","."
"Database Mgt Systems","564
001","96","3.160","27.1","22.9","26.0","13.5","5.2","3.1","1.0",".",".",".",".",".","1.0",".",".","."
"Medical Image Analysis","567
001","13","2.692","15.4","38.5",".","7.7","23.1","7.7","7.7",".",".",".",".",".",".",".",".","."
"Intro to Humn-Comp Interaction","570
001","90","3.371","45.6","16.7","22.2","3.3","8.9",".","2.2","1.1",".",".",".",".",".",".",".","."
"","577
001","68","3.037","23.5","7.4","42.6","14.7","7.4","4.4",".",".",".",".",".",".",".",".",".","."
"","577
002","105","3.038","21.0","13.3","40.0","15.2","5.7","3.8","1.0",".",".",".",".",".",".",".",".","."
"Introduction to Algorithms","Course Total","173","3.038","22.0","11.0","41.0","15.0","6.4","4.0","0.6",".",".",".",".",".",".",".",".","."
"Undergrad Topics-Computing","638
001","11","3.682","63.6","27.3",".",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Intro to Computer Networks","640
001","79","3.367","35.4","29.1","16.5","13.9","3.8","1.3",".",".",".",".",".",".",".",".",".","."
"Intro to Information Security","642
001","74","3.520","43.2","32.4","14.9","4.1","5.4",".",".",".",".",".",".",".",".",".",".","."
"","681
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
090","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","2","***","","","","","","","","","","","","","","","",""
"","682
090","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682
112","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","2","***","","","","","","","","","","","","","","","",""
"Senior Thesis","691
029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
018","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
029","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
061","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
082","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
097","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
101","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"June 30, 2016","","","","","","","","","","","","","","","","","","Page 209 of 435",""
