"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","","","",""
"Research","Course Total","52","",".",".",".",".",".",".",".","55.8","",".",".","",".","42.3","",".","1.9",".","."
"Advanced Independent Study","999
005","1","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"ATM OCN
640","Dept. Total","667","3.303","37.6","20.5","12.0","11.4","6.0","2.7","0.4","4.6","",".",".","",".","3.3","",".","0.3","0.9","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","67","2.850","17.9","22.4","13.4","22.4","11.9","11.9",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","176","3.260","41.5","17.0","12.5","15.9","9.7","2.8","0.6",".","",".",".","",".",".","",".",".",".","."
"Junior","","109","3.216","35.8","22.0","17.4","12.8","6.4","4.6","0.9",".","",".",".","",".",".","",".",".",".","."
"Senior","","172","3.442","46.5","26.2","10.5","10.5","4.7",".","0.6","0.6","",".",".","",".",".","",".",".",".","0.6"
"Undergraduates","","524","3.250","38.9","21.8","13.0","14.3","7.6","3.4","0.6","0.2","",".",".","",".",".","",".",".",".","0.2"
"Special","","14","3.688","28.6","7.1","7.1",".",".",".",".","7.1","",".",".","",".",".","",".","7.1","42.9","."
"Graduate","","128","3.679","33.6","16.4","8.6","0.8",".",".",".","22.7","",".",".","",".","17.2","",".","0.8",".","."
"Prof Yr 1","","1","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"","Dept. Total","667","3.303","37.6","20.5","12.0","11.4","6.0","2.7","0.4","4.6","",".",".","",".","3.3","",".","0.3","0.9","0.1"
