"","990
039","2","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","990
040","4","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","990
041","2","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Research","Course Total","31","",".",".",".",".",".",".","",".","25.8","",".",".","",".","74.2","",".",".",".","."
"PL PATH
766","Dept. Total","159","3.492","50.9","7.5","14.5","3.1","3.8","0.6","",".","5.0","",".",".","",".","14.5","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Sophomore","","11","3.344","27.3","18.2","54.5",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","27","3.183","37.0","22.2","18.5","7.4","14.8",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","48","3.523","66.7","4.2","18.8","4.2","4.2","2.1","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","89","3.386","51.7","11.2","23.6","5.6","6.7","1.1","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","70","3.868","50.0","2.9","2.9",".",".",".","",".","11.4","",".",".","",".","32.9","",".",".",".","."
"","Dept. Total","159","3.492","50.9","7.5","14.5","3.1","3.8","0.6","",".","5.0","",".",".","",".","14.5","",".",".",".","."
