"","991
004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","009
991","6","",".",".",".",".",".",".",".","66.7",".",".",".","33.3",".",".",".","."
"","991
010","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Linguistc&Germanic Philolgy","Course Total","18","",".",".",".",".",".",".",".","33.3",".",".",".","66.7",".",".",".","."
"GERMAN
424","Dept. Total","754","3.674","61.8","16.3","12.1","1.5","1.6","0.9","0.5","2.5",".",".",".","2.3","0.4","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","53","3.586","49.1","24.5","20.8","1.9","3.8",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","167","3.737","64.1","21.6","13.8",".","0.6",".",".",".",".",".",".",".",".",".",".","."
"Junior","","182","3.589","60.4","17.0","14.8","2.7","2.2","1.6","1.1",".",".",".",".",".",".",".",".","."
"Senior","","248","3.657","63.3","16.5","11.7","1.6","2.0","1.6","0.4","1.6",".",".",".",".","1.2",".",".","."
"Undergraduates","","650","3.653","61.5","18.6","13.8","1.5","1.8","1.1","0.5","0.6",".",".",".",".","0.5",".",".","."
"Special","","19","3.667","57.9",".",".",".",".",".","5.3","31.6",".",".",".",".",".","5.3",".","."
"Graduate","","84","3.966","65.5","2.4","1.2",".",".",".",".","10.7",".",".",".","20.2",".",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","754","3.674","61.8","16.3","12.1","1.5","1.6","0.9","0.5","2.5",".",".",".","2.3","0.4","0.1",".","."
