"","999
061","8","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".",".","."
"","999
066","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
095","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Studies","Course Total","31","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"CS&D
252","Dept. Total","1338","3.725","68.9","16.1","7.8","2.1","2.0","0.3","0.1","1.6","",".",".","",".","0.1","0.8","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"252
CS&D","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","13","3.500","23.1","61.5","7.7","7.7",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","162","3.623","52.5","26.5","14.8","5.6","0.6",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","242","3.590","59.1","20.7","11.2","2.5","5.4","0.4","0.8",".","",".",".","",".",".",".",".",".","."
"Senior","","343","3.640","63.3","18.1","10.8","3.5","2.9","0.9",".",".","",".",".","",".","0.3","0.3",".",".","."
"Undergraduates","","760","3.618","58.9","21.4","11.7","3.7","3.2","0.5","0.3",".","",".",".","",".","0.1","0.1",".",".","."
"Special","","62","3.833","75.8","12.9","4.8",".","3.2",".",".",".","",".",".","",".",".","3.2",".",".","."
"Graduate","","299","3.956","85.6","5.4","1.0",".","0.3",".",".","7.0","",".",".","",".","0.3","0.3",".",".","."
"Prof Yr 1","","80","3.810","68.8","25.0","6.3",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","79","3.946","86.1","5.1","3.8",".",".",".",".",".","",".",".","",".",".","3.8","1.3",".","."
"Prof Yr 3","","58","3.933","82.8","8.6","1.7",".",".",".",".",".","",".",".","",".",".","6.9",".",".","."
"Professionals","","217","3.895","78.8","13.4","4.1",".",".",".",".",".","",".",".","",".",".","3.2","0.5",".","."
"","Dept. Total","1338","3.725","68.9","16.1","7.8","2.1","2.0","0.3","0.1","1.6","",".",".","",".","0.1","0.8","0.1",".","."
