"HEC","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (SOHE)","Section","#","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"498
INTER-HE","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ecology of Human Happiness","201
001","86","3.818","69.8","22.1","7.0",".","","",".","",".","",".",".","",".","",".",".","",".","",".",".","1.2","."
"Research Methods","793
001","10","3.900","90.0",".","10.0",".","","",".","",".","",".",".","",".","",".",".","",".","",".",".",".","."
"Seminar Family Ecology","810
001","4","***","","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"INTER-HE
498","Dept. Total","100","3.832","72.0","19.0","7.0","",".","",".","",".","",".","",".","",".",".","",".","",".","1.0",".","1.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"498
INTER-HE","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","37","3.676","48.6","37.8","13.5","",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","43","3.919","86.0","11.6","2.3","",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Junior","","5","***","","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Undergraduates","","85","3.818","70.6","22.4","7.1","",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Special","","1","***","","","","","","","","","","","","","","","",".","",".","",".",".",".","100.0","."
"Graduate","","14","3.923","85.7",".","7.1","",".","",".","",".","",".","",".","",".",".","",".","",".","7.1",".",".","."
"","Dept. Total","100","3.832","72.0","19.0","7.0","",".","",".","",".","",".","",".","",".",".","",".","",".","1.0",".","1.0","."
