"","890
021","","1","***","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","890
022","","3","***","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","890
064","","1","***","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Individual Research Thesis","Course Total","","7","",".",".",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"GREEK
428","Dept. Total","","23","3.500","43.5","4.3","8.7","13.0","",".","",".","",".","30.4","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"428
GREEK","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","3","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","","4","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","","7","3.096","28.6","14.3","14.3","42.9","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","15","4.000","53.3",".",".",".","",".","",".","",".","46.7","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","23","3.500","43.5","4.3","8.7","13.0","",".","",".","",".","30.4","",".",".","",".","",".","",".",".",".","."
