"BIOMEDICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","",""
"430
Biol Interactions w/ Materials","001","","113","3.571","39.8","37.2","20.4","2.7",".",".",".",".",".",".",".",".",".",".",".","."
"489","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","118","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors in Research","Course Total","","2","***","","","","","","","","","","","","","","","",""
"515
Therapeutic Medical Devices","001","","25","3.880","80.0","16.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"520
Stem Cell Bioengineering","001","","22","3.500","27.3","50.0","18.2","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"530
Medical Imaging Systems","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"545
Engr Extracellular Matrices","001","","30","3.517","43.3","26.7","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"560
Biochemical Engineering","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"564
Occupatnl Ergonics&Biomechancs","001","","26","3.731","69.2","7.7","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"574
Imaging in Medicine: Apps","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"578
NonIonizing Diagnostic Imaging","001","","6","3.333",".","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","001","","29","3.426","51.7","17.2","13.8",".","3.4","3.4","3.4",".",".",".",".",".","6.9",".",".","."
"601","002","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","004","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics-Biomed Engr","Course Total","","47","3.705","68.1","12.8","8.5",".","2.1","2.1","2.1",".",".",".",".",".","4.3",".",".","."
"603
Topics-Bio-Medical Engr","002","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"650
Biological Optical Microscopy","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"662
Dsgn & Hum Disablty & Aging","001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","097","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","037","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","096","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","118","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research & Thesis","Course Total","","11","",".",".",".",".",".",".",".","72.7",".",".",".","27.3",".",".",".","."
"890","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","034","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","037","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"June 30, 2016","","","","","","","","","","","","","","","","","","","Page 115 of 435",""
