"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","381","3.853","84.0","11.0","3.4","1.0","",".","0.3","",".","",".","",".",".","",".","",".","",".",".",".","0.3"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","45","3.761","68.9","22.2","6.7",".","",".",".","",".","",".","",".",".","",".","",".","",".",".",".","2.2"
"Sophomore","","88","3.848","86.4","8.0","2.3","2.3","",".","1.1","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","98","3.876","83.7","13.3","3.1",".","",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","140","3.872","88.6","7.1","2.9","1.4","",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","371","3.857","84.4","10.8","3.2","1.1","",".","0.3","",".","",".","",".",".","",".","",".","",".",".",".","0.3"
"Special","","12","3.722","75.0","16.7","8.3",".","",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","2","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","College Total","385","3.853","84.2","10.9","3.4","1.0","",".","0.3","",".","",".","",".",".","",".","",".","",".",".",".","0.3"
