"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Intro-Hispanic Literatures","Course Total","145","3.324","47.6","17.2","18.6","3.4","7.6","2.1","3.4",".",".",".",".",".",".",".",".","."
"","226
002","18","3.750","66.7","22.2","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","003
226","18","3.500","38.9","33.3","16.7","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","226
004","18","3.361","22.2","27.8","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
226","15","3.200","20.0","26.7","33.3","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","226
006","15","3.600","40.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
007","20","3.950","95.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","008
226","12","3.208","8.3","25.0","66.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","009
226","14","3.250","35.7","35.7","14.3",".","7.1",".","7.1",".",".",".",".",".",".",".",".","."
"","226
010","19","3.447","31.6","26.3","42.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
011","19","3.139","5.3","26.3","57.9",".","5.3",".",".","5.3",".",".",".",".",".",".",".","."
"","012
226","13","3.385","23.1","38.5","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","014
226","14","3.286","21.4","28.6","42.9",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","015
226","17","3.059","5.9","41.2","41.2","5.9",".",".","5.9",".",".",".",".",".",".",".",".","."
"","226
016","17","3.441","29.4","35.3","29.4","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","226
017","20","3.850","75.0","20.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","018
226","19","3.579","31.6","57.9","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","268","3.459","36.2","29.9","28.0","3.4","1.5",".","0.7","0.4",".",".",".",".",".",".",".","."
"Latin America-Introduction","260
001","10","3.667","60.0","20.0",".",".","10.0",".",".",".",".",".",".",".",".",".","10.0","."
"","311
001","19","3.222","10.5","31.6","47.4",".","5.3",".",".",".",".",".",".",".","5.3",".",".","."
"","002
311","19","3.778","52.6","42.1",".",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","003
311","18","3.333","16.7","38.9","38.9","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","311
004","20","3.775","60.0","35.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
005","16","3.500","37.5","25.0","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
006","17","3.618","70.6","17.6","5.9",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"","311
007","20","3.375","35.0","15.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","311
008","20","3.575","40.0","40.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","009
311","18","3.618","50.0","16.7","27.8",".",".",".",".",".",".",".",".",".",".","5.6",".","."
"","311
010","19","3.526","57.9","21.1","10.5",".","5.3","5.3",".",".",".",".",".",".",".",".",".","."
"Advanced Language Practice","Course Total","186","3.533","43.0","28.5","22.6","2.2","1.1","0.5","0.5",".",".",".",".",".","1.1","0.5",".","."
"","319
001","21","3.725","42.9","52.4",".",".",".",".",".","4.8",".",".",".",".",".",".",".","."
"","002
319","23","3.909","82.6","8.7","4.3",".",".",".",".","4.3",".",".",".",".",".",".",".","."
"Topics in Span Lang Pract","Course Total","44","3.821","63.6","29.5","2.3",".",".",".",".","4.5",".",".",".",".",".",".",".","."
"","320
001","20","3.675","70.0","10.0","10.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","003
320","22","3.477","50.0","13.6","22.7","9.1","4.5",".",".",".",".",".",".",".",".",".",".","."
"","320
004","26","3.942","92.3","3.8","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
320","23","3.435","39.1","26.1","21.7","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"Spanish Phonetics","Course Total","91","3.643","63.7","13.2","14.3","5.5","3.3",".",".",".",".",".",".",".",".",".",".","."
"Structure of Modern Spanish","321
001","23","3.391","26.1","34.8","30.4","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Early Hispanic Lit","322
001","19","3.763","73.7","10.5","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","324
001","22","3.864","81.8","13.6",".","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","324
002","20","3.575","50.0","20.0","25.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Modern Spanish Lit","Course Total","42","3.726","66.7","16.7","11.9","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","325
001","14","3.731","50.0","35.7","7.1",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"","325
003","14","3.643","28.6","71.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"June 30, 2016","","","","","","","","","","","","","","","","","","Page 330 of 435",""
