"L&S","","","","","","","","","","","","","","","","","","","",""
"BIOLOGY CORE CURRICULUM","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","",""
"Cellular Biology","383
001","","101","3.435","45.5","22.8","15.8","7.9","4.0","3.0",".",".",".",".",".",".","1.0",".",".","."
"","384
001","","23","3.413","34.8","13.0","52.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
384","","13","3.269","23.1","15.4","53.8","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","384
003","","21","3.595","47.6","23.8","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","384
004","","18","3.444","33.3","22.2","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
384","","13","3.577","53.8","7.7","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cellular Biology Laboratory","Course Total","","88","3.466","38.6","17.0","43.2","1.1",".",".",".",".",".",".",".",".",".",".",".","."
"Biological Interactions","587
001","","69","3.254","29.0","17.4","42.0","1.4","8.7","1.4",".",".",".",".",".",".",".",".",".","."
"BIOCORE
206","Dept. Total","","258","3.388","38.8","19.4","32.2","3.9","3.9","1.6",".",".",".",".",".",".","0.4",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","14","3.057","14.3","28.6","42.9",".","7.1","7.1",".",".",".",".",".",".",".",".",".","."
"Junior","","","134","3.412","39.6","19.4","31.3","5.2","2.2","1.5",".",".",".",".",".",".","0.7",".",".","."
"Senior","","","109","3.394","40.4","18.3","32.1","2.8","5.5","0.9",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","","257","3.385","38.5","19.5","32.3","3.9","3.9","1.6",".",".",".",".",".",".","0.4",".",".","."
"Special","","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","","258","3.388","38.8","19.4","32.2","3.9","3.9","1.6",".",".",".",".",".",".","0.4",".",".","."
