"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","",""
"Elem/Intmed Percussion","","Course Total","6","3.750","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","231","025","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"","231","083","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","231","084","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Violin","","Course Total","11","4.000","90.9",".",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"Elem/Intmed Cello","235","026","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed String Bass","237","066","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Guitar","240","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Accompanying","242","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Composition","248","046","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Percussion","27","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Harp","339","077","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Piano Accompanying Lab","342","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Year Composition","347","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Year Composition","348","027","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","024","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","029","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","047","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Piano","","Course Total","8","3.958","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Harpsichord","402","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Organ","403","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","044","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","045","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","061","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","062","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Voice","","Course Total","15","3.933","80.0","13.3",".",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"Advanced Flute","407","010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Clarinet","411","019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Saxophone","413","050","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Horn","417","020","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","419","063","8","3.864","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","419","101","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Trumpet","","Course Total","9","3.875","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Trombone","421","089","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Euphonium","423","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Percussion","427","033","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","431","025","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","431","083","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","431","084","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Violin","","Course Total","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Viola","433","073","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Cello","435","026","2","***","","","","","","","","","",".",".",".",".",".",".","."
