"","990
040","2","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
041","3","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
042","3","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","42","",".",".",".",".",".",".","",".","92.9","",".",".","",".","7.1",".",".",".","."
"HORT
476","Dept. Total","300","3.349","47.7","12.0","12.3","6.3","3.3","2.7","",".","14.3","",".",".","",".","1.0","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"476
HORT","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","13","3.021","53.8",".","15.4","15.4","7.7","7.7","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","33","3.096","36.4","18.2","12.1","18.2","9.1","3.0","",".",".","",".",".","",".",".","3.0",".",".","."
"Senior","","118","3.335","54.2","14.4","15.3","7.6","4.2","4.2","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","164","3.266","50.6","14.0","14.6","10.4","5.5","4.3","",".",".","",".",".","",".",".","0.6",".",".","."
"Special","","3","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","133","3.524","44.4","9.8","9.8","1.5","0.8","0.8","",".","30.8","",".",".","",".","2.3",".",".",".","."
"","Dept. Total","300","3.349","47.7","12.0","12.3","6.3","3.3","2.7","",".","14.3","",".",".","",".","1.0","0.3",".",".","."
