"Second Semester Hebrew","102
001","","14","4.000","100.0",".",".",".","","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Fourth Semester Hebrew","202
001","","7","4.000","100.0",".",".",".","","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Intro to Hebrew Literature","302
001","","3","***","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Topics in Modern Hebrew Lit II","402
001","","2","***","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"HEBR-MOD
442","Dept. Total","","26","3.924","84.6","11.5","3.8","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"442
HEBR-MOD","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","7","3.880","71.4","28.6",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","10","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","4","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","","4","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","","25","3.953","88.0","12.0",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","26","3.924","84.6","11.5","3.8","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
