"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"","AFRICAN LANGUAGES & LITERA Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","",""
"Intro-African Lang and Lit","201","001","69","3.667","69.6","17.4","5.8",".","4.3","1.4","1.4",".",".",".",".",".",".",".",".","."
"The African Storyteller","210","001","101","3.345","49.5","15.8","14.9","6.9","5.9","4.0","2.0",".",".",".",".",".","1.0",".",".","."
"Intro to Afr Pop Culture","212","001","23","3.957","91.3","8.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Africa: Introductory Survey","277","001","22","3.386","9.1","63.6","22.7","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"African Lit in Translation","300","001","6","3.500","33.3","50.0",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"African Lit and Visual Culture","303","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","322","002","16","3.781","68.8","25.0",".","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","322","003","14","3.855","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322","004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Semester Arabic","","Course Total","34","3.821","64.7","23.5",".","2.9",".",".",".",".",".",".",".",".","8.8",".",".","."
"","324","001","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","324","002","11","3.682","54.5","27.3","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Arabic","","Course Total","17","3.735","58.8","29.4","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","325","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","325","002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Colloquial Arabic","","Course Total","7","4.000","85.7",".",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Colloquial Arabic","326","001","7","3.333","71.4",".",".",".",".",".","14.3","14.3",".",".",".",".",".",".",".","."
"Second Semester Swahili","332","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Fourth Semester Swahili","334","001","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"2nd Sem-Lang-South Africa","336","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Semester Hausa","362","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Semester Yoruba","372","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fourth Semester Yoruba","374","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","001","12","3.750","58.3","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","405","002","9","3.643","33.3","33.3","11.1",".",".",".",".","22.2",".",".",".",".",".",".",".","."
"African Cultural Studies","","Course Total","21","3.711","47.6","33.3","9.5",".",".",".",".","9.5",".",".",".",".",".",".",".","."
"Contemp African Fiction","412","001","14","3.941","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Studies-Swahili Lang-Rd","436","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Readings-Adv Arabic Texts","446","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sixth Semester Yoruba","476","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"6th Sem, Lang of N Africa","496","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","697","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","697","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"LCTL Directed Study","","Course Total","5","***","","","","","","","","","","","","","","","",""
"","699","023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","027","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","5","***","","","","","","","","","","","","","","","",""
"Smr-Mod Afr Lit","901","001","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Field Meth-African Lang&Lit","925","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intdept Smr-African Studies","983","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"June 30, 2016","","","","","","","","","","","","","","","","","","","Page 171 of 435",""
