"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","240
001","66","2.303","10.6","6.1","24.2","15.2","21.2","13.6","9.1",".",".",".",".",".",".",".",".","."
"","002
240","72","2.627","27.8","15.3","11.1","5.6","16.7","13.9","8.3",".",".",".",".",".","1.4",".",".","."
"Intro to Discrete Mathematics","Course Total","138","2.471","19.6","10.9","17.4","10.1","18.8","13.8","8.7",".",".",".",".",".","0.7",".",".","."
"","252
001","66","3.341","34.8","28.8","16.7","15.2","1.5","3.0",".",".",".",".",".",".",".",".",".","."
"","002
252","95","3.177","34.7","16.8","20.0","11.6","9.5","5.3",".",".",".",".",".",".","2.1",".",".","."
"","003
252","15","3.300","53.3","6.7","6.7","13.3","20.0",".",".",".",".",".",".",".",".",".",".","."
"Intro to Computer Engineering","Course Total","176","3.250","36.4","20.5","17.6","13.1","7.4","4.0",".",".",".",".",".",".","1.1",".",".","."
"Fund of Human-Comp Interaction","270
001","8","3.357","37.5","12.5","25.0",".","12.5",".",".","12.5",".",".",".",".",".",".",".","."
"","301
001","139","3.337","28.8","29.5","26.6","7.2","3.6","0.7","0.7","2.9",".",".",".",".",".",".",".","."
"","301
002","123","3.374","34.1","23.6","28.5","3.3","6.5","0.8",".","3.3",".",".",".",".",".",".",".","."
"Intro Data Programming","Course Total","262","3.354","31.3","26.7","27.5","5.3","5.0","0.8","0.4","3.1",".",".",".",".",".",".",".","."
"","302
001","190","2.962","21.6","13.7","30.5","13.7","12.1","4.2","1.6","2.6",".",".",".",".",".",".",".","."
"","302
002","185","2.909","24.3","10.3","30.8","10.8","13.5","4.9","3.2","1.6","0.5",".",".",".",".",".",".","."
"","003
302","149","3.048","22.1","16.8","32.9","12.8","10.7","1.3","2.0","1.3",".",".",".",".",".",".",".","."
"","004
302","45","3.034","26.7","8.9","37.8","11.1","8.9",".","4.4","2.2",".",".",".",".",".",".",".","."
"Introduction to Programming","Course Total","569","2.973","23.0","13.0","31.8","12.3","12.0","3.3","2.5","1.9","0.2",".",".",".",".",".",".","."
"","304
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","304
005","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
006","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
007","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","304
009","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","304
010","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"WES-CS Group Meeting","Course Total","38","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prob Solvng Using Computers","310
001","138","3.143","28.3","16.7","34.1","7.2","8.7","0.7","2.9","0.7",".",".",".",".",".","0.7",".","."
"","352
001","40","2.813","17.5","20.0","25.0","17.5","10.0","2.5","7.5",".",".",".",".",".",".",".",".","."
"","352
002","33","2.781","15.2","6.1","39.4","18.2","9.1","6.1","3.0",".",".",".",".",".",".",".",".","3.0"
"Digital System Fundamentals","Course Total","73","2.799","16.4","13.7","31.5","17.8","9.6","4.1","5.5",".",".",".",".",".",".",".",".","1.4"
"","354
001","90","3.383","35.6","28.9","20.0","10.0","4.4","1.1",".",".",".",".",".",".",".",".",".","."
"","002
354","114","3.274","27.2","36.0","14.9","13.2","4.4","3.5",".",".",".",".",".",".","0.9",".",".","."
"Machine Organizatn&Progrmng","Course Total","204","3.323","30.9","32.8","17.2","11.8","4.4","2.5",".",".",".",".",".",".","0.5",".",".","."
"","367
001","184","2.840","22.3","8.2","30.4","14.7","14.7","4.3","3.8","1.1","0.5",".",".",".",".",".",".","."
"","002
367","131","2.775","26.0","6.1","19.8","13.7","25.2","3.8","3.8","0.8",".",".",".",".",".","0.8",".","."
"","003
367","172","2.918","29.1","6.4","25.6","13.4","19.8","1.7","3.5","0.6",".",".",".",".",".",".",".","."
"Intro to Data Structures","Course Total","487","2.850","25.7","7.0","25.9","14.0","19.3","3.3","3.7","0.8","0.2",".",".",".",".","0.2",".","."
"","368
001","67","",".",".",".",".",".",".",".",".",".","88.1","9.0",".",".",".",".","."
"","368
002","47","",".",".",".",".",".",".",".",".",".","91.5","8.5",".",".",".",".","."
"","003
368","98","",".",".",".",".",".",".",".",".",".","84.7","15.3",".",".",".",".","."
"Learn a Programming Language","Course Total","212","",".",".",".",".",".",".",".",".",".","87.3","11.8",".",".",".",".","."
"Tech:Computer-Based Bus Sys","371
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introducing Comp Sci to K-12","402
001","41","3.951","90.2","9.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Found of Mobl Systms&Applctns","407
001","91","3.495","50.5","33.0","6.6",".","3.3","5.5","1.1",".",".",".",".",".",".",".",".","."
"Intro to Numerical Methods","412
001","97","2.964","27.8","13.4","21.6","8.2","22.7","4.1","1.0",".",".",".",".",".","1.0",".",".","."
"","435
001","37","1.986","8.1","10.8","16.2","2.7","24.3","24.3","13.5",".",".",".",".",".",".",".",".","."
"","002
435","28","1.964","14.3","3.6","10.7","3.6","28.6","28.6","10.7",".",".",".",".",".",".",".",".","."
"June 30, 2016","","","","","","","","","","","","","","","","","","Page 208 of 435",""
