"TERM : 1164","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2015-2016","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"MED","College Total","9698","3.553","42.9","15.0","14.4","1.7","1.8","0.5","0.2","15.5","0.1","5.2","",".","0.8","0.4",".","1.3","0.2"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","27","3.506","33.3","44.4","18.5",".","3.7",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","205","3.390","51.2","20.5","17.6","3.4","3.9","2.4","0.5",".",".",".","",".",".",".",".","0.5","."
"Junior","","702","3.354","52.7","16.7","16.4","4.0","6.6","2.6","0.6","0.1",".",".","",".",".","0.1",".","0.3","."
"Senior","","1849","3.490","60.7","15.5","13.7","2.7","4.5","1.4","0.7","0.1",".","0.2","",".",".","0.3",".","0.2","."
"Undergraduates","","2783","3.447","57.7","16.5","14.7","3.1","5.0","1.7","0.6","0.1",".","0.1","",".",".","0.3",".","0.3","."
"Special","","160","3.408","31.3","6.9","8.1","3.1","2.5",".","1.3","4.4",".",".","",".",".","0.6",".","41.9","."
"Graduate","","1266","3.734","40.3","8.8","6.5","0.3","0.4",".",".","31.4",".","3.8","",".","6.0","0.7",".","1.7","."
"Prof Yr 1","","1879","3.573","21.2","10.1","5.4","1.8","0.7",".",".","45.9","0.5","13.9","",".",".","0.1",".","0.1","0.4"
"Prof Yr 2","","1801","3.578","42.0","19.2","28.9","1.4","0.6",".","0.1","1.6","0.1","5.7","",".",".","0.2",".","0.2","0.2"
"Prof Yr 3","","598","3.517","32.4","21.2","27.3","0.3",".",".",".","0.3",".","14.4","",".","0.5","1.7",".","1.3","0.5"
"Prof Yr 4","","1265","3.749","55.0","17.2","8.8","0.6",".","0.1",".","15.8",".","0.5","",".","0.1","0.4",".","1.6","0.1"
"Professionals","","5543","3.608","36.9","15.8","16.2","1.2","0.4","0.0","0.0","19.7","0.2","8.2","",".","0.1","0.4",".","0.6","0.3"
"","College Total","9752","3.553","43.2","15.0","14.4","1.7","1.8","0.5","0.2","15.4","0.1","5.2","",".","0.8","0.4",".","1.3","0.2"
