"","999
075","2","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
078","2","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
096","2","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Advanced Independent Study","Course Total","22","4.000","77.3",".",".",".",".",".","",".","22.7","",".",".","",".",".","",".",".",".","."
"NURSING
692","Dept. Total","1860","3.722","59.2","17.0","9.2","2.3","0.5","0.1","",".","2.3","",".","9.2","",".","0.2","",".",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.833","41.7","8.3",".",".",".",".","",".",".","",".","50.0","",".",".","",".",".",".","."
"Sophomore","","78","3.960","80.8","3.8","1.3",".",".",".","",".",".","",".","14.1","",".",".","",".",".",".","."
"Junior","","218","3.648","55.0","17.9","8.3","3.2","0.5",".","",".",".","",".","15.1","",".",".","",".",".",".","."
"Senior","","1163","3.670","52.8","21.0","12.0","3.0","0.6","0.1","",".",".","",".","10.5","",".",".","",".",".",".","."
"Undergraduates","","1471","3.677","54.5","19.5","10.8","2.9","0.5","0.1","",".",".","",".","11.7","",".",".","",".",".",".","."
"Special","","21","3.793","71.4","14.3","9.5",".",".",".","",".",".","",".",".","",".",".","",".",".","4.8","."
"Graduate","","345","3.910","76.5","7.2","2.6",".","0.6",".","",".","12.2","",".",".","",".","0.9","",".",".",".","."
"Prof Yr 1","","1","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Prof Yr 4","","20","3.973","95.0","5.0",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","23","3.930","91.3","4.3","4.3",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","1860","3.722","59.2","17.0","9.2","2.3","0.5","0.1","",".","2.3","",".","9.2","",".","0.2","",".",".","0.1","."
