"Advanced Bioinformatics","776
001","","13","3.808","61.5","38.5",".",".",".",".","",".",".",".","",".",".","",".","","",".",".",".","."
"Biostats & Biomed Informatics","826
003","","10","4.000","100.0",".",".",".",".",".","",".",".",".","",".",".","",".","","",".",".",".","."
"Computn&Informatcs in Biol&Med","915
001","","4","***","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Hlth Informatics-Med Students","918
001","","1","***","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"B M I
210","Dept. Total","","61","3.699","65.6","18.0","4.9","1.6","1.6","1.6","",".","6.6","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"210
B M I","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","7","3.643","71.4","14.3",".",".","14.3",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","7","3.643","71.4","14.3",".",".","14.3",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","10","3.889","80.0",".","10.0",".",".",".","",".","10.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","","40","3.733","62.5","22.5","5.0","2.5",".",".","",".","7.5","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","","1","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","3","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","","4","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","61","3.699","65.6","18.0","4.9","1.6","1.6","1.6","",".","6.6","",".",".","",".","",".","",".",".",".","."
