"","990
045","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
047","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research and Thesis","Course Total","10","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".",".",".",".","."
"Independent Study","999
002","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"DS
359","Dept. Total","545","3.650","61.7","18.9","9.2","2.6","2.0","0.6","1.1","2.2","",".",".","",".","",".","1.8",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","32","3.279","34.4","15.6","34.4","9.4","3.1","3.1",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","131","3.768","71.0","19.1","8.4",".","0.8",".","0.8",".","",".",".","",".","",".",".",".",".","."
"Junior","","131","3.617","59.5","23.7","9.2","4.6","1.5","0.8","0.8",".","",".",".","",".","",".",".",".",".","."
"Senior","","190","3.678","62.1","18.9","7.4","2.6","1.1","0.5","1.6","0.5","",".",".","",".","",".","5.3",".",".","."
"Undergraduates","","484","3.658","62.0","20.0","9.9","2.9","1.2","0.6","1.0","0.2","",".",".","",".","",".","2.1",".",".","."
"Special","","13","2.988","30.8","23.1","7.7",".","38.5",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","48","3.816","66.7","6.3","2.1",".",".",".","2.1","22.9","",".",".","",".","",".",".",".",".","."
"","Dept. Total","545","3.650","61.7","18.9","9.2","2.6","2.0","0.6","1.1","2.2","",".",".","",".","",".","1.8",".",".","."
