"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"563","003","","12","3.083","33.3","25.0","16.7","8.3","8.3",".","8.3",".",".",".",".",".",".",".",".","."
"563","004","","7","3.429","42.9","14.3","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"563","006","","11","3.273","18.2","27.3","45.5","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","","38","3.237","26.3","26.3","31.6","10.5","2.6",".","2.6",".",".",".",".",".",".",".",".","."
"564","001","","10","2.550",".","30.0","20.0","20.0","20.0",".","10.0",".",".",".",".",".",".",".",".","."
"564","003","","9","3.667","55.6","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"564","004","","12","3.208","8.3","41.7","41.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"564","006","","11","3.409","36.4","18.2","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","","42","3.202","23.8","28.6","31.0","7.1","7.1",".","2.4",".",".",".",".",".",".",".",".","."
"565
Biophysical Chemistry","001","","64","2.820","17.2","12.5","31.3","10.9","21.9","4.7","1.6",".",".",".",".",".",".",".",".","."
"605
Spectrochemical Measuremts","001","","27","3.741","59.3","29.6","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"606
Phys Meth-Struct Determintn","001","","10","3.650","50.0","30.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"607
Laboratory Safety","001","","67","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"623
Experimental Spectroscopy","001","","7","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"626
Genomic Science","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"635
Topics in Computational Chem","001","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"636
Topics-Chem Instrumentatn: NMR","001","","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"638
Topic-Instrmtn:Mass Spectrmtry","001","","10","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"650
Biological Optical Microscopy","001","","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"652
Chem of Inorganic Materials","001","","25","3.900","84.0","12.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"665
Biophysical Chemistry","001","","6","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"681
Senior Honors Thesis","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","076","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"692","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"699","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","4","***","","","","","","","","","",".",".",".",".",".",".","."
