"EGR","","","","","","","","","","","","","","","","","","","","","","",""
"INDUSTRIAL & SYSTEMS ENGR","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","","","","",""
"","990
055","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
064","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research and Thesis","Course Total","8","",".",".",".",".",".",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"I SY E
490","Dept. Total","1131","3.666","59.9","20.4","9.2","1.4","2.8","0.7","",".","4.6","",".","0.4","",".","",".","0.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Sophomore","","23","3.357","43.5","21.7","17.4","8.7","8.7",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","191","3.644","65.4","19.9","8.4","1.0","5.2",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","658","3.632","59.0","24.5","10.8","1.8","2.4","1.2","",".",".","",".",".","",".","",".","0.3",".",".","."
"Undergraduates","","876","3.628","60.0","23.4","10.4","1.8","3.2","0.9","",".",".","",".",".","",".","",".","0.2",".",".","."
"Special","","17","3.432","41.2","11.8","11.8",".","11.8",".","",".","17.6","",".",".","",".","",".","5.9",".",".","."
"Graduate","","232","3.845","59.5","10.3","4.7",".","0.9",".","",".","21.1","",".","2.2","",".","",".","1.3",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 4","","4","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","6","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1131","3.666","59.9","20.4","9.2","1.4","2.8","0.7","",".","4.6","",".","0.4","",".","",".","0.5",".",".","."
