"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","310","2.939","23.9","14.5","22.6","15.8","18.1","3.2","1.6",".",".",".",".",".","0.3",".",".","."
"","002
103","304","2.940","24.3","13.8","24.0","15.1","14.5","6.6","0.7","0.3",".",".",".",".","0.7",".",".","."
"General Chemistry I","Course Total","614","2.939","24.1","14.2","23.3","15.5","16.3","4.9","1.1","0.2",".",".",".",".","0.5",".",".","."
"","104
001","323","2.927","17.6","17.6","25.1","21.7","13.3","4.3","0.3",".",".",".",".",".",".",".",".","."
"","002
104","278","2.886","21.6","9.7","32.7","11.5","16.9","6.5","0.7","0.4",".",".",".",".",".",".",".","."
"","104
003","311","2.953","19.0","17.0","24.8","19.9","17.0","1.6","0.6",".",".",".",".",".",".",".",".","."
"","004
104","257","2.944","23.3","16.7","24.9","10.1","18.3","5.8","0.8",".",".",".",".",".",".",".",".","."
"","005
104","339","2.972","23.9","11.5","31.0","13.0","15.6","4.7","0.3",".",".",".",".",".",".",".",".","."
"","006
104","248","2.994","23.8","12.1","32.3","13.3","13.7","4.4","0.4",".",".",".",".",".",".",".",".","."
"General Chemistry II","Course Total","1756","2.946","21.4","14.2","28.4","15.2","15.8","4.5","0.5","0.1",".",".",".",".",".",".",".","."
"Advanced General Chemistry","109
001","66","3.154","27.3","21.2","27.3","6.1","13.6","3.0",".",".",".",".",".",".",".",".","1.5","."
"Chemical Principles II","116
001","21","3.643","57.1","23.8","9.5","9.5",".",".",".",".",".",".",".",".",".",".",".","."
"Entering Research I","260
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Entering Research II","261
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
028","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
034","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
036","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
039","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
048","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
049","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
050","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
059","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
063","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
081","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
095","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
112","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
126","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","25","3.942","88.0","4.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chem Across the Periodic Table","311
001","79","3.108","26.6","21.5","26.6","10.1","11.4","1.3","2.5",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","327
001","75","3.027","32.0","9.3","32.0","6.7","12.0","5.3","2.7",".",".",".",".",".",".",".",".","."
"","329
001","65","3.031","21.5","18.5","35.4","9.2","9.2","4.6","1.5",".",".",".",".",".",".",".",".","."
"","329
002","76","3.276","32.9","27.6","15.8","17.1","3.9","1.3","1.3",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","141","3.163","27.7","23.4","24.8","13.5","6.4","2.8","1.4",".",".",".",".",".",".",".",".","."
"","343
001","235","2.767","21.7","8.9","25.5","9.4","25.1","7.2","1.7",".",".",".",".",".",".","0.4",".","."
"","343
002","263","2.770","22.8","6.1","30.4","8.0","23.6","6.1","3.0",".",".",".",".",".",".",".",".","."
"","003
343","226","2.801","22.1","11.9","23.5","11.9","23.5","2.7","4.4",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","Course Total","724","2.779","22.2","8.8","26.7","9.7","24.0","5.4","3.0",".",".",".",".",".",".","0.1",".","."
"","001
344","14","2.964","35.7",".","35.7","7.1","14.3",".","7.1",".",".",".",".",".",".",".",".","."
"","002
344","17","3.176","23.5","23.5","35.3","11.8",".","5.9",".",".",".",".",".",".",".",".",".","."
