"TERM : 1164","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2015-2016","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","","",""
"BIOLOGICAL SYSTEMS ENGINE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"112
BSE","","","","","","","","","","","","","","","","","","","","","",""
"BSE
112","Dept. Total","428","3.149","23.4","25.5","22.0","10.0","8.2","2.8","0.2","3.0","",".",".","",".","4.7","",".",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"112
BSE","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","8","2.938","12.5","25.0","12.5","37.5","12.5",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","46","3.267","19.6","43.5","17.4","15.2","4.3",".",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","304","3.091","23.7","25.7","25.0","10.9","10.5","3.9","0.3",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","358","3.110","22.9","27.9","23.7","12.0","9.8","3.4","0.3",".","",".",".","",".",".","",".",".",".","."
"Special","","7","3.700","42.9","14.3","14.3",".",".",".",".","14.3","",".",".","",".",".","",".",".","14.3","."
"Graduate","","63","3.594","23.8","12.7","12.7",".",".",".",".","19.0","",".",".","",".","31.7","",".",".",".","."
"","Dept. Total","428","3.149","23.4","25.5","22.0","10.0","8.2","2.8","0.2","3.0","",".",".","",".","4.7","",".",".","0.2","."
