"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","",""
"SURGICAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","","",""
"Sm Animal Ultrasound Elective","750
001","","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","775
001","","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
002","","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
003","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Externship","Course Total","","39","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
