"TERM : 1164","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2015-2016","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","11414","3.808","73.0","10.5","4.8","1.3","1.4","0.5","0.3","3.5","0.0","2.5","",".","0.7","1.3","0.0","0.2","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","591","3.600","68.5","12.0","7.4","2.9","5.8","1.5","1.0",".",".",".","",".",".","0.8",".",".","."
"Sophomore","","1683","3.740","74.3","11.6","7.3","1.5","3.2","1.2","0.2",".",".",".","",".",".","0.5","0.1","0.1","."
"Junior","","2015","3.786","74.1","14.6","5.8","1.7","1.2","0.4","0.3","0.1",".","1.0","",".",".","0.6",".",".","."
"Senior","","3878","3.801","74.3","12.1","5.4","1.7","1.0","0.4","0.2","0.4",".","3.8","",".",".","0.7",".","0.1","."
"Undergraduates","","8167","3.772","73.9","12.6","6.1","1.7","1.9","0.6","0.3","0.2",".","2.0","",".",".","0.6","0.0","0.0","."
"Special","","387","3.803","62.5","4.9","2.3","0.8","0.8",".","1.3","19.4",".","3.1","",".",".","1.0","0.8","2.8","."
"Graduate","","2854","3.930","71.8","5.2","1.5","0.2","0.2","0.0","0.0","10.5","0.2","3.9","",".","2.7","3.4","0.1","0.3","."
"Prof Yr 2","","5","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","7","3.842","85.7",".","14.3",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 4","","4","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","16","3.808","68.8","18.8","6.3",".",".",".",".","6.3",".",".","",".",".",".",".",".","."
"","College Total","11424","3.808","72.9","10.5","4.8","1.3","1.4","0.5","0.3","3.5","0.0","2.5","",".","0.7","1.3","0.1","0.2","."
