"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"LIFE SCIENCES COMMUNICATIO Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","",""
"","100
001","15","3.400","40.0","40.0","6.7",".","6.7","6.7",".",".",".",".",".",".",".",".",".","."
"","003
100","15","3.800","66.7","26.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
004","14","3.643","50.0","28.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
100","15","3.633","46.7","40.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","100
006","14","3.679","42.9","50.0","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
100","15","3.567","33.3","46.7","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","009
100","13","3.654","69.2","7.7","15.4",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","010
100","13","3.308","38.5","38.5","7.7","7.7",".",".","7.7",".",".",".",".",".",".",".",".","."
"Science and Storytelling","Course Total","114","3.588","48.2","35.1","11.4","1.8","1.8","0.9","0.9",".",".",".",".",".",".",".",".","."
"Sci&Technology Newswriting","111
001","10","3.056","30.0","10.0","20.0",".","30.0",".",".",".",".",".",".",".",".",".","10.0","."
"","212
001","18","3.694","61.1","16.7","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
002","17","3.824","70.6","23.5","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Scientific Communication","Course Total","35","3.757","65.7","20.0","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rsrch Mthd: Commun Indstry","250
001","40","3.388","40.0","20.0","25.0","7.5","7.5",".",".",".",".",".",".",".",".",".",".","."
"Science, Media and Society","251
001","117","3.237","27.4","26.5","29.9","8.5","2.6","2.6","1.7",".",".",".",".",".","0.9",".",".","."
"Comm in Life Sci Industries","270
001","44","3.830","72.7","20.5","6.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","332
001","19","3.789","68.4","21.1","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
332","19","3.632","63.2","21.1","5.3",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"Print&Electronic Media Dsgn","Course Total","38","3.711","65.8","21.1","7.9",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"Information Radio","360
001","19","3.684","47.4","47.4",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","399
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","Course Total","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Social Media for Life Sciences","432
001","52","3.490","50.0","17.3","19.2","7.7","5.8",".",".",".",".",".",".",".",".",".",".","."
"Native Amer Envir Iss & Media","444
001","28","3.375","39.3","32.1","3.6","14.3","10.7",".",".",".",".",".",".",".",".",".",".","."
"Photography for the Sciences","450
001","24","3.587","50.0","20.8","16.7","8.3",".",".",".",".",".",".",".",".",".",".","4.2","."
"Ag Marketing NAMA","477
001","30","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pub Info Campaigns & Progms","515
002","50","3.770","66.0","22.0","12.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Scientific Writing","560
001","17","3.781","58.8","29.4","5.9",".",".",".",".",".",".",".",".",".",".","5.9",".","."
"Advanced Video Production","614
001","10","3.700","70.0",".","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Case Studies-Com of Sci & Tech","640
001","23","3.565","39.1","43.5","8.7","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"Special Problems","699
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Colloq in Life Sci Communicatn","700
001","21","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Concep&Design-Mass Com Rsch","806
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","999
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Research","Course Total","3","***","","","","","","","","","","","","","","","",""
