"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","3588","3.525","51.0","19.3","14.9","6.4","3.5","0.3","0.1","2.4","0.1","1.8","",".","0.1","",".",".","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"","","5","***","","","","","","","","","",".","",".",".","",".",".",".","."
"","","","#Error","","","","","","","","","","","","","","","","","",""
"Freshmen","","24","3.244","50.0","16.7","4.2","12.5","12.5","4.2",".",".",".",".","",".",".","",".",".",".","."
"Sophomore","","84","3.510","58.3","13.1","15.5","4.8","6.0",".","1.2","1.2",".",".","",".",".","",".",".",".","."
"Junior","","90","3.680","63.3","14.4","16.7","3.3","1.1",".",".",".","1.1",".","",".",".","",".",".",".","."
"Senior","","174","3.724","71.8","11.5","13.8","1.1","1.1","0.6",".",".",".",".","",".",".","",".",".",".","."
"Undergraduates","","372","3.637","65.3","12.9","14.2","3.2","3.0","0.5","0.3","0.3","0.3",".","",".",".","",".",".",".","."
"Special","","5","***","","","","","","","","","",".","",".",".","",".",".","20.0","."
"Graduate","","191","3.861","36.6","1.6","1.0",".",".","0.5",".","30.9",".","26.2","",".","2.1","",".",".","1.0","."
"Prof Yr 1","","814","3.207","39.8","18.1","20.1","12.0","7.9","0.7",".",".",".","1.4","",".",".","",".",".",".","."
"Prof Yr 2","","1067","3.374","39.0","26.4","21.7","8.0","2.9",".","0.1","1.8","0.1",".","",".",".","",".",".",".","."
"Prof Yr 3","","872","3.656","65.8","19.8","7.6","3.8","1.7",".","0.2","0.7",".","0.3","",".",".","",".",".",".","."
"Prof Yr 4","","262","3.821","76.7","14.5","6.5","0.4","1.1","0.8",".",".",".",".","",".",".","",".",".",".","."
"Professionals","","3015","3.512","50.2","21.2","15.9","7.2","3.7","0.3","0.1","0.8","0.0","0.5","",".",".","",".",".",".","."
"","College Total","3588","3.525","51.0","19.3","14.9","6.4","3.5","0.3","0.1","2.4","0.1","1.8","",".","0.1","",".",".","0.1","."
