"","999
003","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
007","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
008","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Work","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"ECON
296","Dept. Total","4469","3.152","26.7","23.4","24.0","12.9","9.1","1.9","0.7","0.9","",".","0.1","",".","",".","0.2","0.1","0.0","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","386","3.016","17.1","23.3","26.9","17.6","12.2","1.6","1.0",".","",".",".","",".","",".","0.3",".",".","."
"Sophomore","","1080","3.123","22.9","25.1","23.6","16.4","8.8","2.1","0.6",".","",".",".","",".","",".","0.4","0.1",".","."
"Junior","","1076","3.053","21.1","24.3","23.6","14.9","12.1","3.2","0.7",".","",".",".","",".","",".","0.1","0.1",".","0.1"
"Senior","","1181","3.109","26.2","21.7","24.9","12.4","11.1","2.0","1.0","0.3","",".","0.3","",".","",".",".","0.1",".","0.1"
"Undergraduates","","3723","3.087","22.8","23.6","24.4","14.8","10.8","2.3","0.8","0.1","",".","0.1","",".","",".","0.2","0.1",".","0.1"
"Special","","81","3.522","50.6","14.8","14.8","11.1","2.5",".",".","3.7","",".",".","",".","",".",".",".","2.5","."
"Graduate","","665","3.592","45.6","23.5","23.0","2.1","0.3",".",".","5.1","",".",".","",".","",".","0.3","0.2",".","."
"","Dept. Total","4469","3.152","26.7","23.4","24.0","12.9","9.1","1.9","0.7","0.9","",".","0.1","",".","",".","0.2","0.1","0.0","0.0"
