"TERM : 1164","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar",""
"Spring 2015-2016","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","",""
"INFORMATION SYSTEMS","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","",""
"Tech:Computer-Based Bus Sys","371
001
21","3.905","90.5","4.8",".","4.8",".",".",".",".",".",".",".",".",".",".",".   
."
"Anal&Dsgn:Comptr-Based Sys","424
001
11","3.682","54.5","27.3","18.2",".",".",".",".",".",".",".",".",".",".",".",".   
."
"INFO SYS
234","32
Dept. Total","3.828","78.1","12.5","6.3","3.1",".",".",".",".",".",".",".",".",".",".",".  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","",""
"Sophomore","1","***","","","","","","","","","",".",".",".",".",".",".  
."
"Junior","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".  
."
"Senior","18","3.750","72.2","11.1","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".  
."
"Undergraduates","32","3.828","78.1","12.5","6.3","3.1",".",".",".",".",".",".",".",".",".",".",".  
."
"","Dept. Total
32","3.828","78.1","12.5","6.3","3.1",".",".",".",".",".",".",".",".",".",".",".  
."
"June 30, 2016","","","","","","","","","","","","","","","","","Page 60 of 435"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","","",""
"","*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.","","","","","","","","","","","","","","","",""
