"Pre-Dissertator's Research","","","","","","","","","","","","","","","","","","","","","","",""
"Seminar","900
001","5","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research and Thesis","990
072","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Work","999
072","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"G L E
418","Dept. Total","259","3.299","40.9","15.1","24.7","8.5","5.8","0.4","",".","4.2","",".",".","",".","0.4","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Sophomore","","32","3.842","93.8",".","6.3",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","37","2.878","27.0","13.5","21.6","18.9","16.2","2.7","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","159","3.308","34.0","17.0","33.3","9.4","5.7",".","",".","0.6","",".",".","",".",".","",".",".",".","."
"Undergraduates","","232","3.279","42.2","13.8","27.2","9.5","6.5","0.4","",".","0.4","",".",".","",".",".","",".",".",".","."
"Graduate","","27","3.645","29.6","25.9","3.7",".",".",".","",".","37.0","",".",".","",".","3.7","",".",".",".","."
"","Dept. Total","259","3.299","40.9","15.1","24.7","8.5","5.8","0.4","",".","4.2","",".",".","",".","0.4","",".",".",".","."
