"ALS","","","","","","","","","","","","","","","","","","","","","","",""
"LANDSCAPE ARCHITECTURE","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","","","",""
"LAND ARC
520","Dept. Total","304","3.470","38.5","29.3","15.8","5.6","2.3","",".","1.0","5.3","",".",".","",".","",".","2.0",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","13","3.264","23.1","46.2","15.4","7.7","7.7","",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","55","3.534","41.8","34.5","14.5","5.5","3.6","",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","65","3.553","49.2","23.1","21.5","6.2",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","114","3.327","28.1","36.0","20.2","7.0","2.6","",".","2.6","0.9","",".",".","",".","",".","2.6",".",".","."
"Undergraduates","","247","3.431","36.4","32.8","19.0","6.5","2.4","",".","1.2","0.4","",".",".","",".","",".","1.2",".",".","."
"Special","","11","3.300","18.2","9.1","9.1",".","9.1","",".",".","54.5","",".",".","",".","",".",".",".",".","."
"Graduate","","45","3.842","53.3","15.6",".","2.2",".","",".",".","20.0","",".",".","",".","",".","6.7",".","2.2","."
"Prof Yr 4","","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","304","3.470","38.5","29.3","15.8","5.6","2.3","",".","1.0","5.3","",".",".","",".","",".","2.0",".","0.3","."
