"EGR","","","","","","","","","","","","","","","","","","",""
"CIVIL AND ENVIRONMENTAL EN Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","",""
"CIV ENGR
Dept. Total
240","1541","3.453","45.6","18.0","18.3","6.2","3.8","0.6","0.1","4.7","0.1",".","",".","2.3","0.3",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","",""
"Freshmen","5","***","","","","","","","","","",".","",".",".",".",".",".","."
"Sophomore","27","3.582","66.7",".","22.2","7.4","3.7",".",".",".",".",".","",".",".",".",".",".","."
"Junior","229","3.317","34.1","20.1","34.1","7.0","3.9","0.9",".",".",".",".","",".",".",".",".",".","."
"Senior","922","3.426","46.4","20.8","19.3","7.7","4.4","0.7","0.2","0.2",".",".","",".",".","0.2",".",".","."
"Undergraduates","1183","3.410","44.6","20.2","22.1","7.5","4.3","0.7","0.2","0.2",".",".","",".",".","0.2",".",".","."
"Special","53","3.204","32.1","20.8","15.1","11.3","13.2",".",".","7.5",".",".","",".",".",".",".",".","."
"Graduate","305","3.822","51.5","8.9","3.9","0.3",".","0.3",".","22.0","0.7",".","",".","11.8","0.7",".",".","."
"Dept. Total","1541","3.453","45.6","18.0","18.3","6.2","3.8","0.6","0.1","4.7","0.1",".","",".","2.3","0.3",".",".","."
