"ALS","","","","","","","","","","","","","","","","","","","","","",""
"COMMUNITY & ENVIRONMENTA Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"864
C&E SOC","","","","","","","","","","","","","","","","","","","","","",""
"C&E SOC
Dept. Total
864","276","3.493","48.6","22.1","15.2","5.8","5.1","1.1","",".","1.1","",".",".","",".","",".","0.7","0.4",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"864
C&E SOC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","10","3.781","70.0","20.0","10.0",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","40","3.436","42.5","20.0","27.5","2.5","5.0",".","",".",".","",".",".","",".","",".","2.5",".",".","."
"Junior","87","3.616","56.3","25.3","9.2","6.9","2.3",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","126","3.381","43.7","21.4","17.5","6.3","7.9","2.4","",".",".","",".",".","",".","",".","0.8",".",".","."
"Undergraduates","263","3.485","48.7","22.4","16.0","5.7","5.3","1.1","",".",".","",".",".","",".","",".","0.8",".",".","."
"Special","3","***","","","","","","","","","","","",".","",".","",".",".","33.3",".","."
"Graduate","10","3.932","60.0","10.0",".",".",".",".","",".","30.0","",".",".","",".","",".",".",".",".","."
"Dept. Total","276","3.493","48.6","22.1","15.2","5.8","5.1","1.1","",".","1.1","",".",".","",".","",".","0.7","0.4",".","."
