"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","",""
"LANDSCAPE ARCHITECTURE","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","","GPA","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","",""
"History of Landscape Arch","260","001","","95","3.585","41.1","34.7","10.5","4.2","2.1",".",".","7.4",".",".",".",".",".",".",".","."
"Landscape Invntry&Eval Meth","262","001","","15","3.200","20.0","13.3","60.0",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","299","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Studies","","Course Total","","3","***","","","","","","","","","","","","","","","",""
"Graphics for Designers","312","002","","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Housing and Urban Design","351","001","","15","3.400","33.3","26.7","26.7","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"Landscape Arch Technology I","353","001","","16","3.313","25.0","25.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Sustainabl Residntl Constructn","356","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Wetlands Ecology","361","001","","12","3.542","25.0","58.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375","001","","21","3.476","61.9","14.3","9.5","4.8","4.8",".","4.8",".",".",".",".",".",".",".",".","."
"","375","002","","16","3.563","25.0","62.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","","Course Total","","40","3.474","42.5","35.0","12.5","5.0","2.5",".","2.5",".",".",".",".",".",".",".",".","."
"Open Space Planning&Design","451","001","","17","3.529","41.2","35.3","17.6",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"Senior Project in Land Arc","551","001","","13","2.818","7.7","15.4","38.5","15.4",".",".","7.7",".",".",".",".",".","15.4",".",".","."
"Remote Sensing Digitl Image","556","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Plant Commun Restoratn&Mgmt","651","001","","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"Applictn of GIS:Natrl Rsrcs","695","001","","19","3.105","15.8","42.1","15.8","21.1",".",".","5.3",".",".",".",".",".",".",".",".","."
"","699","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems-Land Arch","","Course Total","","8","3.321","25.0","37.5","12.5","12.5",".",".",".",".",".",".",".",".","12.5",".",".","."
"Research in Landscape Arch","740","001","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"Graduate Seminar","940","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","015","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","","Course Total","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","999","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Studies","","Course Total","","4","***","","","","","","","","","","","","","","","",""
