"L&S","","","","","","","","","","","","","","","","","","","",""
"SPANISH (SPANISH AND PORTU Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","","",""
"SPANISH
Dept. Total
912","2027","3.530","48.7","22.4","18.6","3.1","3.1","0.4","0.6","1.8","",".",".","",".","1.0","0.1","0.0","0.0","0.0"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","129","3.265","32.6","18.6","31.8","7.8","7.8","0.8","0.8",".","",".",".","",".",".",".",".",".","."
"Sophomore","646","3.502","44.0","26.8","21.5","3.3","2.9","0.3","0.8",".","",".",".","",".",".","0.3","0.2",".","."
"Junior","516","3.518","48.3","22.5","20.5","3.3","3.7","0.6","0.4","0.6","",".",".","",".",".",".",".",".","0.2"
"Senior","583","3.603","56.4","22.6","14.6","2.2","2.2","0.3","0.9","0.7","",".",".","",".",".",".",".",".","."
"Undergraduates","1874","3.516","48.2","23.7","19.8","3.3","3.3","0.4","0.7","0.4","",".",".","",".",".","0.1","0.1",".","0.1"
"Special","10","3.016","40.0","10.0","10.0","10.0","10.0","10.0",".",".","",".",".","",".",".",".",".","10.0","."
"Graduate","141","3.883","55.3","5.0","3.5","0.7",".",".",".","21.3","",".",".","",".","14.2",".",".",".","."
"Prof Yr 3","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","2027","3.530","48.7","22.4","18.6","3.1","3.1","0.4","0.6","1.8","",".",".","",".","1.0","0.1","0.0","0.0","0.0"
