"Adv Topics in Jewish History","","","","","","","","","","","","","","","","","","","","","","","",""
"Research Colloquium for Majors","675
001","3","***","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Independnt Research for Majors","677
005","2","***","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Senior Honors Thesis","682
002","1","***","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"JEWISH
510","Dept. Total","287","3.715","55.1","32.1","8.7","0.3","0.3","",".","0.3","1.4","",".","1.0","",".","",".","",".","0.3","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","31","3.672","51.6","32.3","16.1",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","82","3.674","48.8","36.6","14.6",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","63","3.713","54.0","39.7","4.8",".","1.6","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","102","3.769","65.7","24.5","4.9","1.0",".","",".","1.0",".","",".","2.9","",".","",".","",".",".",".","."
"Undergraduates","","278","3.715","56.5","32.4","9.0","0.4","0.4","",".","0.4",".","",".","1.1","",".","",".","",".",".",".","."
"Special","","8","3.500",".","25.0",".",".",".","",".",".","50.0","",".",".","",".","",".","",".","12.5","12.5","."
"Graduate","","1","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","287","3.715","55.1","32.1","8.7","0.3","0.3","",".","0.3","1.4","",".","1.0","",".","",".","",".","0.3","0.3","."
