"MILITARY SCIENCE","Section","#","Ave","A","AB","B","BC","","C","","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","102
001","18","3.944","88.9","11.1",".",".","","",".",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"","002
102","18","3.618","61.1","16.7","11.1",".","","",".","5.6","",".",".","",".","",".",".","",".","","",".",".",".","5.6"
"","102
003","20","3.900","85.0","10.0","5.0",".","","",".",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Basic Leadership","Course Total","56","3.827","78.6","12.5","5.4","",".","",".","1.8","",".","",".","",".",".","",".","",".","",".",".",".","1.8"
"Leadership Lab 1B","111
111","24","4.000","100.0",".",".",".","","",".",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"","202
001","21","3.881","81.0","14.3","4.8",".","","",".",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"","202
002","7","3.857","71.4","28.6",".",".","","",".",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Leadership and Teamwork","Course Total","28","3.875","78.6","17.9","3.6","",".","",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Leadership Lab 2B","211
211","16","4.000","100.0",".",".",".","","",".",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Leadership and Ethics","302
001","12","3.958","91.7","8.3",".",".","","",".",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Leadership Lab 3B","311
001","12","4.000","100.0",".",".",".","","",".",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Officership","402
001","19","4.000","100.0",".",".",".","","",".",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Leadership Lab 4B","411
001","22","4.000","100.0",".",".",".","","",".",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"American Military History","491
001","2","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"MIL SCI
644","Dept. Total","191","3.931","90.1","6.8","2.1","",".","",".","0.5","",".","",".","",".",".","",".","",".","",".",".",".","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","","C","","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","32","3.800","71.9","18.8","6.3","",".","",".",".","",".","",".","",".",".","",".","",".","",".",".",".","3.1"
"Sophomore","","47","3.875","87.2","6.4","4.3","",".","",".","2.1","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","43","3.958","93.0","7.0",".","",".","",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","59","4.000","100.0",".",".","",".","",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","181","3.929","90.1","6.6","2.2","",".","",".","0.6","",".","",".","",".",".","",".","",".","",".",".",".","0.6"
"Special","","8","3.950","87.5","12.5",".","",".","",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","2","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","191","3.931","90.1","6.8","2.1","",".","",".","0.5","",".","",".","",".",".","",".","",".","",".",".",".","0.5"
