"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"HISTORY OF SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","",""
"133
Biology & Society, 1950-Today","001","129","3.384","28.7","34.9","21.7","8.5","2.3",".","0.8","3.1",".",".",".",".",".",".",".","."
"202
Making of Modern Science","001","66","3.406","25.8","47.0","16.7","4.5",".","1.5","1.5",".",".",".",".",".",".",".","3.0","."
"275
Sci, Med, & Race: A History","001","8","3.625","25.0","75.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"286
Honors Seminar: Sci, Tech, Med","001","16","3.813","68.8","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"323
Sci Revol:Copernicus-Newton","001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"324
Science in Enlightenment","001","10","3.650","50.0","40.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"401
History of Pharmacy","001","12","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"473
History of Mathematics","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"509
Dev Public Health-America","001","14","3.593","42.9","35.7","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"513
Enivr&Hlth-Global Perspective","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"555
Undergrad Smr-Hist of Sci","001","6","3.667","66.7","16.7",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"623
Studies in Early Modern Sci","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"668
Topics in History of Med","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","2","***","","","","","","","","","","","","","","","",""
"713
Studies - Environment & Health","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919
Grad Studies-Medical Hist","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","8","",".",".",".",".",".",".",".","25.0",".",".",".","75.0",".",".",".","."
"999","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","Course Total","3","***","","","","","","","","","","","","","","","",""
