"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"AMERICAN INDIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"140
AMER IND","","","","","","","","","","","","","","","","","","","","","","",""
"Intro-Amer Indian Studies","100
001","51","3.663","66.7","13.7","7.8","3.9","2.0","",".","2.0",".",".","",".",".","",".","",".",".","3.9","."
"Native Amer Envir Iss & Media","444
001","28","3.391","32.1","21.4","17.9",".","10.7","",".",".","10.7",".","",".",".","",".","","3.6",".","3.6","."
"","450
006","21","4.000","100.0",".",".",".",".","",".",".",".",".","",".",".","",".","",".",".",".","."
"","450
009","16","3.500","43.8","25.0","12.5","6.3","6.3","",".",".","6.3",".","",".",".","",".","",".",".",".","."
"Issues in Amer Ind Studies","Course Total","37","3.792","75.7","10.8","5.4","2.7","2.7","",".",".","2.7","",".",".","",".","",".",".",".",".","."
"Directed Study","699
001","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"AMER IND
140","Dept. Total","117","3.651","61.5","14.5","9.4","2.6","4.3","",".","0.9","3.4","",".",".","",".","",".","0.9",".","2.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"140
AMER IND","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","27","3.481","59.3","14.8","11.1","7.4","3.7","",".","3.7",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","33","3.788","75.8","12.1","9.1",".","3.0","",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","13","3.846","92.3",".",".",".","7.7","",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","37","3.583","51.4","24.3","13.5","2.7","5.4","",".",".",".","",".",".","",".","",".","2.7",".",".","."
"Undergraduates","","110","3.651","65.5","15.5","10.0","2.7","4.5","",".","0.9",".","",".",".","",".","",".","0.9",".",".","."
"Special","","7","",".",".",".",".",".","",".",".","57.1","",".",".","",".","",".",".",".","42.9","."
"","Dept. Total","117","3.651","61.5","14.5","9.4","2.6","4.3","",".","0.9","3.4","",".",".","",".","",".","0.9",".","2.6","."
