"GENETICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"133
Genetics and Human Affairs","001","","30","3.310","53.3",".","23.3","6.7","6.7","6.7",".","3.3",".",".",".",".",".",".",".","."
"299","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","017","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","019","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","021","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","093","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","094","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","120","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","128","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","33","3.985","97.0","3.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375
Special Topics","002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"466
General Genetics","001","","144","2.722","15.3","14.6","24.3","13.2","23.6","6.9","2.1",".",".",".",".",".",".",".",".","."
"471
Advanced Laboratory Procedures","001","","7","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"522
Evolution Seminar Series UG","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"545","001","","11","3.682","45.5","45.5","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"545","002","","12","3.750","58.3","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Genetics Laboratory","Course Total","","23","3.717","52.2","39.1","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"550
Molec Approach-Crop Improvt","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"562
Human Cytogenetics","001","","16","3.344","6.3","62.5","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"564
Genomics & Proteomics","001","","19","3.553","63.2","21.1","5.3","5.3",".",".","5.3",".",".",".",".",".",".",".",".","."
"566
Advanced Genetics","001","","55","3.824","81.8","3.6","9.1","1.8","1.8",".",".",".",".",".",".",".","1.8",".",".","."
"568
The Central Nervous System","001","","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"569
The Breast","001","","7","3.286","28.6","14.3","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"574
The Gastrointestinal System","001","","7","3.214","28.6","28.6","14.3","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"575
Miscellaneous Systems","001","","7","3.500","42.9","28.6","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"576
Effusions","001","","7","3.357","28.6","14.3","57.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"577
Applied Cytology I","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"626
Genomic Science","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"660
Evolutionary Genomics","001","","22","3.455","22.7","45.5","31.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"670
Seminar-Clinical Cytogenetics","001","","7","3.643","57.1","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"672
Smr-Lab Operatns & Qual Contrl","001","","7","3.643","42.9","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"673
Seminar in Clinical Cytology","001","","7","3.071","57.1","14.3",".",".",".","28.6",".",".",".",".",".",".",".",".",".","."
"677","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"677","019","","23","3.552","34.8","43.5","17.4","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"June 30, 2016","","","","","","","","","","","","","","","","","","","","Page 27 of 435"
