"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","",""
"Intro to Literature for Honors","Course Total","26","3.635","46.2","34.6","19.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Writing Studio","200
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
001","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
002","18","3.583","44.4","38.9","5.6","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","201
003","17","3.912","88.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
201","16","3.719","50.0","43.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
201","19","3.579","52.6","15.8","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","201
006","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
007","18","3.750","55.6","38.9","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","008
201","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
009","16","3.469","25.0","56.3","12.5",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","155","3.771","67.1","23.2","7.1","1.9","0.6",".",".",".",".",".",".",".",".",".",".","."
"","207
001","17","3.912","94.1",".",".","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","207
002","17","3.735","70.6","17.6","5.9",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","003
207","16","3.933","87.5",".","6.3",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"","207
004","16","3.531","31.3","43.8","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
005","15","3.600","40.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
006","16","3.469","18.8","56.3","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Creative Writing","Course Total","97","3.698","57.7","25.8","13.4","1.0","1.0",".",".",".",".",".",".",".","1.0",".",".","."
"The English Language","214
001","96","3.745","57.3","37.5","2.1",".",".",".","1.0",".",".",".",".",".","2.1",".",".","."
"V Nabokov: Russ&Amer Writng","223
001","16","3.500","56.3",".","25.0","6.3","6.3",".",".",".",".",".",".",".","6.3",".",".","."
"Literature and Culture I","241
001","72","3.577","48.6","30.6","11.1","5.6","1.4","1.4",".",".",".",".",".",".",".",".","1.4","."
"Literature and Culture II","242
001","120","3.604","41.7","40.8","10.0","1.7","0.8",".","0.8","2.5",".",".",".",".","0.8","0.8",".","."
"","245
001","21","3.381","23.8","42.9","23.8","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","245
003","23","3.500","34.8","39.1","21.7",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"Seminar in the Major","Course Total","44","3.443","29.5","40.9","22.7","2.3","4.5",".",".",".",".",".",".",".",".",".",".","."
"Writing with New Media","271
001","19","3.658","31.6","68.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
001","15","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
307","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
003","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","46","3.924","84.8","15.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Structure of English","314
001","30","3.550","43.3","26.7","26.7","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"English Phonology","315
001","17","3.563","47.1","23.5","11.8","11.8",".",".",".",".",".",".",".",".","5.9",".",".","."
"Language, Race, and Identity","319
001","42","3.119","28.6","23.8","14.3","9.5","23.8",".",".",".",".",".",".",".",".",".",".","."
"The Anglo-Saxons","360
001","24","3.250","8.3","50.0","29.2","8.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"Modern and Contemp US Lit","361
001","26","3.442","26.9","46.2","15.4","11.5",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Nonfiction","407
001","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","408
001","13","3.769","76.9","7.7","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","002
408","13","3.731","53.8","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","408
003","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","408
004","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","408
005","14","3.269","57.1","7.1",".","14.3","7.1",".","7.1",".",".",".",".",".","7.1",".",".","."
"Creative Writing: Fiction","Course Total","70","3.768","78.6","10.0","2.9","4.3","1.4",".","1.4",".",".",".",".",".","1.4",".",".","."
