"EDU","","","","","","","","","","","","","","","","","","","","",""
"ED LEADERSHP & POLICY ANAL Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","","","",""
"ELPA
Dept. Total
305","532","3.920","71.8","7.3","1.9","0.2","0.2","0.2","",".","10.2","",".",".","",".","4.1","3.9","0.2",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","15","3.656","80.0","6.7",".",".","6.7","6.7","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","6","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","7","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","11","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","39","3.896","92.3","2.6",".",".","2.6","2.6","",".",".","",".",".","",".",".",".",".",".","."
"Special","22","3.950","81.8","9.1",".",".",".",".","",".",".","",".",".","",".",".","9.1",".",".","."
"Graduate","469","3.920","68.9","7.5","2.1","0.2",".",".","",".","11.5","",".","0.9","",".","4.7","4.1","0.2",".","."
"Prof Yr 2","2","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","4","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","6","3.917","83.3","16.7",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Dept. Total","536","3.920","71.3","7.3","1.9","0.2","0.2","0.2","",".","10.1","",".","0.7","",".","4.1","3.9","0.2",".","."
