"","990
021","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
029","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
035","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","22","",".",".",".",".",".",".",".","72.7",".",".",".","27.3",".",".",".","."
"ART HIST
180","Dept. Total","612","3.545","40.4","19.6","9.6","2.6","1.6","1.1","1.1","19.3",".",".",".","1.1","2.5","0.3","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","",""
"Freshmen","","29","3.451","41.4","37.9","6.9","6.9","3.4",".","3.4",".",".",".",".",".",".",".",".","."
"Sophomore","","80","3.469","51.3","21.3","12.5","5.0","3.8",".","3.8",".",".",".",".",".","2.5",".",".","."
"Junior","","81","3.508","49.4","27.2","12.3","1.2","2.5","3.7","1.2",".",".",".",".",".","1.2","1.2",".","."
"Senior","","197","3.462","42.1","27.9","16.2","4.6","2.0","2.0","1.0","0.5",".",".",".","0.5","2.5","0.5",".","."
"Undergraduates","","387","3.473","45.5","27.1","14.0","4.1","2.6","1.8","1.8","0.3",".",".",".","0.3","2.1","0.5",".","."
"Special","","111","3.758","5.4","2.7","0.9",".",".",".",".","86.5",".",".",".",".","0.9",".","3.6","."
"Graduate","","114","3.879","57.0","10.5","3.5",".",".",".",".","18.4",".",".",".","5.3","5.3",".",".","."
"","Dept. Total","612","3.545","40.4","19.6","9.6","2.6","1.6","1.1","1.1","19.3",".",".",".","1.1","2.5","0.3","0.7","."
