"MATERIALS SCI AND ENGINEERI Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","",""
"1
Cooperative Education Prog","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"331
Transport Phenom-Materials","001","","47","2.967","17.0","17.0","34.0","10.6","14.9","4.3",".",".",".",".",".",".","2.1",".",".","."
"333
Microprocessing-Materials","001","","38","3.684","63.2","18.4","10.5","7.9",".",".",".",".",".",".",".",".",".",".",".","."
"350
Intro to Materials Science","001","","184","3.606","47.8","32.6","16.8","1.6",".","0.5","0.5",".",".",".",".",".",".",".",".","."
"352
Transformation of Solids","001","","56","3.116","16.1","17.9","48.2","12.5","3.6","1.8",".",".",".",".",".",".",".",".",".","."
"361
Materials Laboratory II","001","","56","3.241","28.6","25.0","23.2","12.5","10.7",".",".",".",".",".",".",".",".",".",".","."
"401
Special Topics in Mat Sci&Engr","001","","12","3.583","25.0","66.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"421
Polymeric Materials","001","","47","3.521","34.0","44.7","14.9","4.3","2.1",".",".",".",".",".",".",".",".",".",".","."
"433
Principles of Corrosion","001","","30","3.283","43.3","16.7","20.0","6.7","10.0",".","3.3",".",".",".",".",".",".",".",".","."
"462
Welding Metallurgy","001","","20","3.350","20.0","40.0","35.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"471
Capstone Project II","001","","41","3.875","75.6","19.5","2.4",".",".",".",".",".",".",".",".",".","2.4",".",".","."
"474
Rock Mechanics","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"530
Thermodynamics of Solids","001","","17","3.265","47.1","11.8","17.6","17.6",".",".","5.9",".",".",".",".",".",".",".",".","."
"553
Nanomaterials & Nanotechnology","001","","33","3.719","57.6","24.2","15.2",".",".",".",".",".",".",".",".",".",".",".","3.0","."
"699","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","11","4.000","81.8",".",".",".",".",".",".",".",".",".",".",".","18.2",".",".","."
"748
Structural Analysis-Materials","001","","21","3.286","19.0","23.8","52.4","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"750
Imperfectns&Mech Properties","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"758
Trans Electron Microscopy Lab","001","","11","",".",".",".",".",".",".",".","81.8",".",".",".",".","18.2",".",".","."
"790","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","008","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research or Thesis","Course Total","","25","",".",".",".",".",".",".",".","68.0",".",".",".","32.0",".",".",".","."
"803","001","","7","3.947","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"803","004","","11","3.500","18.2","63.6","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"803","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"803","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"803","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"803","011","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
