"","998
060","5","***","","","","","","","","","",".",".","",".",".",".",".","."
"","998
062","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","998
083","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Research-Chemical Biology","Course Total","39","",".",".",".",".",".",".",".","74.4","2.6",".","",".","23.1",".",".",".","."
"CHEM
224","Dept. Total","6071","2.977","25.4","12.4","24.4","12.0","14.3","3.5","1.3","5.0","0.0","1.3","",".","0.2","0.1","0.0","0.0","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","635","2.749","16.1","12.1","23.9","19.4","21.4","5.4","1.7",".",".",".","",".",".",".",".",".","."
"Sophomore","","1969","3.013","24.2","14.6","29.0","13.0","14.6","3.8","0.7","0.1",".",".","",".",".","0.2",".",".","."
"Junior","","1650","2.942","25.9","11.5","26.1","13.4","16.8","4.5","1.3",".",".","0.1","",".",".","0.1","0.1",".","0.1"
"Senior","","1168","3.018","30.7","13.7","25.9","10.7","13.4","2.7","2.6",".",".","0.3","",".","0.1","0.1",".",".","."
"Undergraduates","","5422","2.957","25.2","13.2","26.9","13.4","15.8","3.9","1.4","0.0",".","0.1","",".","0.0","0.1","0.0",".","0.0"
"Special","","41","3.159","39.0","9.8","19.5","4.9","17.1",".","2.4","4.9",".",".","",".",".",".",".","2.4","."
"Graduate","","780","3.772","42.3","4.2","2.4",".","0.3",".",".","38.2","0.4","9.2","",".","2.6","0.1",".","0.3","."
"Prof Yr 3","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","6244","2.977","27.4","12.0","23.8","11.6","13.9","3.4","1.2","4.8","0.0","1.2","",".","0.3","0.1","0.0","0.0","0.0"
