"","999
040","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
050","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
051","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Reading","Course Total","11","4.000","45.5",".",".",".",".",".",".","36.4","",".",".","",".","",".","18.2",".",".","."
"SOC WORK
896","Dept. Total","1868","3.698","62.9","20.3","8.3","2.9","1.3","0.4","0.3","0.8","",".",".","",".","",".","0.5",".","2.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Sophomore","","68","3.225","25.0","29.4","26.5","13.2","5.9",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","215","3.345","34.4","30.7","19.5","9.8","2.3","0.9","1.9",".","",".",".","",".","",".","0.5",".",".","."
"Senior","","384","3.572","53.4","26.3","11.5","3.4","2.9","1.6","0.5","0.3","",".",".","",".","",".","0.3",".",".","."
"Undergraduates","","669","3.459","44.5","28.0","15.5","6.4","3.0","1.2","0.9","0.1","",".",".","",".","",".","0.3",".",".","."
"Special","","18","3.833","77.8","16.7",".","5.6",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","1179","3.872","72.9","16.0","4.3","0.9","0.4",".",".","1.1","",".","0.2","",".","",".","0.6",".","3.5","."
"Prof Yr 2","","4","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","4","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","1870","3.698","62.8","20.3","8.3","2.9","1.3","0.4","0.3","0.8","",".","0.1","",".","",".","0.5",".","2.2","."
