"L&S","","","","","","","","","","","","","","","","","","","","",""
"LEGAL STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"535
LEGAL ST","","","","","","","","","","","","","","","","","","","","",""
"LEGAL ST
535","Dept. Total","577","3.328","34.3","25.1","25.0","8.7","4.3","0.7","0.7","0.3","0.2",".","",".","",".","0.5",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"535
LEGAL ST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","2.863","6.3","12.5","31.3","25.0","12.5",".",".",".","6.3",".","",".","",".","6.3",".",".","."
"Sophomore","","128","3.218","27.3","25.0","30.5","7.0","7.0","1.6","1.6",".",".",".","",".","",".",".",".",".","."
"Junior","","181","3.358","37.6","24.9","23.2","9.4","3.3","0.6","1.1",".",".",".","",".","",".",".",".",".","."
"Senior","","237","3.384","36.3","26.2","24.1","8.4","3.4","0.4",".","0.4",".",".","",".","",".","0.8",".",".","."
"Undergraduates","","562","3.316","33.8","25.1","25.4","8.9","4.4","0.7","0.7","0.2","0.2",".","",".","",".","0.5",".",".","."
"Special","","14","3.769","50.0","28.6","7.1",".",".",".",".","7.1",".",".","",".","",".",".",".","7.1","."
"Graduate","","1","***","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","577","3.328","34.3","25.1","25.0","8.7","4.3","0.7","0.7","0.3","0.2",".","",".","",".","0.5",".","0.2","."
