"TERM : 1164","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2015-2016","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","",""
"MEDICAL HISTORY AND BIOETH Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"452
MED HIST","","","","","","","","","","","","","","","","","","","","","",""
"MED HIST
Dept. Total
452","376","3.628","48.9","34.6","12.0","1.9","0.8","",".","0.5","0.8","",".",".","",".","",".","0.3",".","0.3","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"452
MED HIST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","21","3.381","14.3","57.1","23.8",".","4.8","",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","71","3.479","33.8","38.0","19.7","7.0","1.4","",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","64","3.656","45.3","43.8","7.8","3.1",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","168","3.680","56.5","29.8","11.3",".","0.6","",".","1.2","0.6","",".",".","",".","",".",".",".",".","."
"Undergraduates","324","3.611","46.6","36.1","13.3","2.2","0.9","",".","0.6","0.3","",".",".","",".","",".",".",".",".","."
"Special","4","***","","","","","","","","","","","",".","",".","",".",".",".","25.0","."
"Graduate","18","3.881","77.8","11.1","5.6",".",".","",".",".",".","",".",".","",".","",".","5.6",".",".","."
"Prof Yr 1","13","3.808","61.5","38.5",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","12","3.833","66.7","33.3",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 4","4","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","30","3.766","60.0","36.7","3.3",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Dept. Total","376","3.628","48.9","34.6","12.0","1.9","0.8","",".","0.5","0.8","",".",".","",".","",".","0.3",".","0.3","."
