"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"","MEDICAL HISTORY AND BIOETH Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"452
MED HIST","","","","","","","","","","","","","","","","","","","",""
"Biology & Society, 1950-Today","133","001","106","3.472","30.2","43.4","18.9","5.7","1.9",".",".",".",".",".",".",".",".",".",".","."
"Glbl Envir Hlth:Interdis Intro","213","001","128","3.777","62.5","32.0","4.7",".","0.8",".",".",".",".",".",".",".",".",".",".","."
"Sci, Med, & Race: A History","275","001","15","3.833","73.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dev Public Health-America","509","001","15","3.929","80.0","13.3",".",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"Enivr&Hlth-Global Perspective","513","001","14","3.250","35.7","28.6","21.4","7.1",".",".","7.1",".",".",".",".",".",".",".",".","."
"Public Health Ethics","515","001","12","3.091","25.0","16.7","41.7",".",".",".","8.3","8.3",".",".",".",".",".",".",".","."
"Ethical Issues in Health Care","558","001","25","3.520","16.0","72.0","12.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ethics of Modern Biotechnology","565","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Regenerative Medicine Ethics","610","001","6","3.850","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in History of Med","668","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Studies - Environment & Health","713","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Hist Perspectives-Medicine","720","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biomedical Ethics and Society","728","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","730","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","730","002","18","3.647","33.3","55.6","5.6",".",".",".",".",".",".",".",".",".",".",".","5.6","."
"Ethical Issues in Medicine","","Course Total","23","3.727","47.8","43.5","4.3",".",".",".",".",".",".",".",".",".",".",".","4.3","."
"Grad Studies in Med Ethics","734","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Grad Studies-Medical Hist","919","001","6","3.625","33.3","16.7","16.7",".",".",".",".","16.7",".",".",".",".","16.7",".",".","."
"","999","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","","Course Total","2","***","","","","","","","","","","","","","","","",""
