"HEC","","","","","","","","","","","","","","","","","","","","",""
"HUMAN DEVEL & FAMILY STUDI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","","","",""
"HDFS
Dept. Total
230","1015","3.606","55.6","20.8","13.2","4.3","2.3","0.7","0.4","2.0","",".",".","",".","",".","0.7",".","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","24","3.229","20.8","29.2","33.3","8.3","8.3",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","70","3.238","28.6","31.4","15.7","11.4","8.6","4.3",".",".","",".",".","",".","",".",".",".",".","."
"Junior","314","3.665","59.9","22.0","12.7","3.5","1.0","0.3",".",".","",".",".","",".","",".","0.6",".",".","."
"Senior","555","3.620","57.5","19.8","13.5","4.1","2.2","0.5","0.7","1.1","",".",".","",".","",".","0.5",".",".","."
"Undergraduates","963","3.595","55.2","21.6","13.9","4.6","2.4","0.7","0.4","0.6","",".",".","",".","",".","0.5",".",".","."
"Special","3","***","","","","","","","","","","",".","",".","",".",".",".","33.3","."
"Graduate","49","3.944","61.2","6.1",".",".",".",".",".","28.6","",".",".","",".","",".","4.1",".",".","."
"Dept. Total","1015","3.606","55.6","20.8","13.2","4.3","2.3","0.7","0.4","2.0","",".",".","",".","",".","0.7",".","0.1","."
