"Latin:Grad Readng Knwldg II","Course Total","","2","***","","","","","","","","","","","","","","","","","","","",""
"Latin Poetry","519
001","","13","3.808","69.2","23.1","7.7",".",".","",".",".",".",".","",".",".","",".","",".",".",".","."
"Directed Study","699
014","","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Seminar-Oratory","950
001","","8","3.786","50.0","37.5",".",".",".","",".",".",".",".","",".",".","",".","","12.5",".",".","."
"LATIN
524","Dept. Total","","65","3.473","41.5","33.8","13.8","3.1","3.1","",".","1.5","1.5","",".",".","",".","",".","1.5",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","",""
"524
LATIN","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","5","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Sophomore","","","16","3.063","12.5","43.8","25.0","6.3","6.3","",".","6.3",".","",".",".","",".","",".",".",".",".","."
"Junior","","","11","3.349","27.3","36.4","27.3",".","9.1","",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","","9","3.621","55.6","33.3",".","11.1",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","","41","3.327","31.7","36.6","19.5","4.9","4.9","",".","2.4",".","",".",".","",".","",".",".",".",".","."
"Special","","","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","","23","3.813","60.9","26.1","4.3",".",".","",".",".","4.3","",".",".","",".","",".","4.3",".",".","."
"","Dept. Total","","65","3.473","41.5","33.8","13.8","3.1","3.1","",".","1.5","1.5","",".",".","",".","",".","1.5",".",".","."
